26.492640702053905,80.28081472031772,2014-02-03 17:58:11
26.492431741207838,80.2814790699631,2014-02-03 17:58:21
26.492292433977127,80.28196002356708,2014-02-03 17:58:26
26.492063398472965,80.28271112591028,2014-02-03 17:58:36
26.491693798452616,80.28396011330187,2014-02-03 17:58:56
26.491167373023927,80.28537816368043,2014-02-03 17:59:26
26.49059702642262,80.28643344528973,2014-02-03 17:59:56
26.490160622633994,80.28713299892843,2014-02-03 18:00:06
26.489612865261734,80.28803824447095,2014-02-03 18:00:16
26.489081494510174,80.28890979476273,2014-02-03 18:00:26
26.48881654255092,80.28932562097907,2014-02-03 18:00:31
26.48784558288753,80.29088415205479,2014-02-03 18:00:51
26.48682009894401,80.29093075543642,2014-02-03 18:03:41
26.486004455946386,80.29027629643679,2014-02-03 18:03:51
26.485223094932735,80.28959744609892,2014-02-03 18:04:01
26.484412858262658,80.28892111033201,2014-02-03 18:04:11
26.483614146709442,80.28825659304857,2014-02-03 18:04:21
26.482476387172937,80.28730005025864,2014-02-03 18:04:41
26.481649931520224,80.28660384938121,2014-02-03 18:05:11
26.481206947937608,80.28619078919291,2014-02-03 18:05:21
26.480284980498254,80.28538788668811,2014-02-03 18:05:36
26.47962637245655,80.28486753813922,2014-02-03 18:05:46
26.47855432704091,80.2840521465987,2014-02-03 18:06:06
26.47806779947132,80.28360715135932,2014-02-03 18:06:16
26.477776947431266,80.28319258242846,2014-02-03 18:06:26
26.477066539227962,80.283587789163,2014-02-03 18:06:51
26.476734280586243,80.2839586045593,2014-02-03 18:06:56
26.476248423568904,80.28459839522839,2014-02-03 18:07:06
26.475141383707523,80.2859861869365,2014-02-03 18:07:26
26.47394683677703,80.28518244624138,2014-02-03 18:07:56
26.473021139390767,80.28426270000637,2014-02-03 18:08:16
26.47254760377109,80.28379457071424,2014-02-03 18:08:26
26.47241252940148,80.28291790746152,2014-02-03 18:08:46
26.4722294267267,80.28165726922452,2014-02-03 18:09:16
26.472601415589452,80.28124353848398,2014-02-03 18:09:32
26.472092675976455,80.28091052547097,2014-02-03 18:09:57
26.471608788706362,80.2811080031097,2014-02-03 18:10:07
