Billing Date,Route,Sold-to party
18-08-15,22311,13714
18-08-15,22311,23798
18-08-15,22311,23899
18-08-15,22311,27726
18-08-15,22311,28883
18-08-15,22311,29733
18-08-15,22311,29763
18-08-15,22311,29887
18-08-15,22311,29889
18-08-15,22311,31898
18-08-15,22311,32887
18-08-15,22311,34856
18-08-15,22311,34862
18-08-15,22311,34864
18-08-15,22311,34871
18-08-15,22311,34899
18-08-15,22312,12857
18-08-15,22312,12899
18-08-15,22312,13870
18-08-15,22312,13895
18-08-15,22312,17805
18-08-15,22312,23829
18-08-15,22312,24794
18-08-15,22312,24809
18-08-15,22312,27839
18-08-15,22312,28816
18-08-15,22312,28817
18-08-15,22312,30862
18-08-15,22312,32871
18-08-15,22312,34859
18-08-15,22312,34879
18-08-15,22312,34882
18-08-15,22312,35852
18-08-15,22313,12867
18-08-15,22313,13863
18-08-15,22313,23897
18-08-15,22313,24879
18-08-15,22313,24898
18-08-15,22313,25860
18-08-15,22313,27896
18-08-15,22313,28862
18-08-15,22313,30865
18-08-15,22313,32878
18-08-15,22313,34866
18-08-15,22313,34895
18-08-15,22314,16708
18-08-15,22314,23850
18-08-15,22314,25880
18-08-15,22314,25892
18-08-15,22314,25894
18-08-15,22314,26885
18-08-15,22314,27885
18-08-15,22314,29853
18-08-15,22314,29867
18-08-15,22314,29894
18-08-15,22314,30877
18-08-15,22314,30888
18-08-15,22314,31892
18-08-15,22314,32891
18-08-15,22314,33859
18-08-15,22314,33882
18-08-15,22314,33892
18-08-15,22314,34868
18-08-15,22314,34887
18-08-15,22315,349
18-08-15,22315,407
18-08-15,22315,416
18-08-15,22315,523
18-08-15,22315,16311
18-08-15,22315,28574
18-08-15,22315,29590
18-08-15,22315,30503
18-08-15,22316,23929
18-08-15,22316,26925
18-08-15,22316,26929
18-08-15,22316,26940
18-08-15,22316,26943
18-08-15,22316,26949
18-08-15,22316,27924
18-08-15,22316,27933
18-08-15,22316,27942
18-08-15,22316,27946
18-08-15,22316,27947
18-08-15,22316,27948
18-08-15,22317,1502
18-08-15,22317,1504
18-08-15,22317,16513
18-08-15,22317,16533
18-08-15,22317,16591
18-08-15,22317,23501
18-08-15,22317,23550
18-08-15,22317,23578
18-08-15,22317,23587
18-08-15,22317,24532
18-08-15,22317,24536
18-08-15,22317,24575
18-08-15,22317,27502
18-08-15,22317,28526
18-08-15,22317,28567
18-08-15,22317,28595
18-08-15,22317,29532
18-08-15,22317,29560
18-08-15,22317,30507
18-08-15,22318,13513
18-08-15,22318,13516
18-08-15,22318,13517
18-08-15,22318,16504
18-08-15,22318,16555
18-08-15,22318,23523
18-08-15,22318,23525
18-08-15,22318,23544
18-08-15,22318,24501
18-08-15,22318,24542
18-08-15,22318,24543
18-08-15,22318,26549
18-08-15,22318,26561
18-08-15,22318,26585
18-08-15,22318,26944
18-08-15,22318,27515
18-08-15,22318,27552
18-08-15,22318,28564
18-08-15,22318,29546
18-08-15,22318,29571
18-08-15,22319,602
18-08-15,22319,616
18-08-15,22319,663
18-08-15,22319,665
18-08-15,22319,1603
18-08-15,22319,10214
18-08-15,22319,16310
18-08-15,22319,16603
18-08-15,22319,23609
18-08-15,22319,23662
18-08-15,22319,23687
18-08-15,22319,24627
18-08-15,22319,28674
18-08-15,22320,632
18-08-15,22320,16101
18-08-15,22320,16127
18-08-15,22320,16129
18-08-15,22320,16141
18-08-15,22320,23080
18-08-15,22320,23085
18-08-15,22320,23109
