Billing Date,Route,Sold-to party
19-08-15,2311,13648
19-08-15,2311,16693
19-08-15,2311,16697
19-08-15,2311,24612
19-08-15,2311,25620
19-08-15,2311,26621
19-08-15,2311,27665
19-08-15,2311,27690
19-08-15,2311,28690
19-08-15,2311,29617
19-08-15,2311,29618
19-08-15,2311,30524
19-08-15,2312,1512
19-08-15,2312,23534
19-08-15,2312,23565
19-08-15,2312,24549
19-08-15,2312,26543
19-08-15,2312,26594
19-08-15,2312,27516
19-08-15,2312,28513
19-08-15,2312,28533
19-08-15,2312,29504
19-08-15,2312,30513
19-08-15,2312,30515
19-08-15,2312,30522
19-08-15,2312,30546
19-08-15,2312,30549
19-08-15,2313,8
19-08-15,2313,236
19-08-15,2313,17030
19-08-15,2313,23018
19-08-15,2313,23042
19-08-15,2313,24009
19-08-15,2313,26088
19-08-15,2313,27062
19-08-15,2313,27089
19-08-15,2313,27092
19-08-15,2313,28034
19-08-15,2314,23
19-08-15,2314,16079
19-08-15,2314,17020
19-08-15,2314,23027
19-08-15,2314,24038
19-08-15,2314,26012
19-08-15,2314,26087
19-08-15,2314,27005
19-08-15,2314,27057
19-08-15,2314,27093
19-08-15,2314,28029
19-08-15,2314,28030
19-08-15,2314,28033
19-08-15,2314,28042
19-08-15,2315,13503
19-08-15,2315,16592
19-08-15,2315,23519
19-08-15,2315,23539
19-08-15,2315,23572
19-08-15,2315,25516
19-08-15,2315,25587
19-08-15,2315,26546
19-08-15,2315,26564
19-08-15,2315,27572
19-08-15,2315,28517
19-08-15,2315,28579
19-08-15,2315,29523
19-08-15,2315,29542
19-08-15,2315,29596
19-08-15,2315,30553
19-08-15,2315,30559
19-08-15,2316,508
19-08-15,2316,559
19-08-15,2316,10515
19-08-15,2316,16567
19-08-15,2316,16581
19-08-15,2316,23524
19-08-15,2316,26519
19-08-15,2316,26566
19-08-15,2316,28532
19-08-15,2316,29544
19-08-15,2316,30552
19-08-15,2317,1514
19-08-15,2317,13504
19-08-15,2317,13518
19-08-15,2317,16524
19-08-15,2317,16575
19-08-15,2317,23511
19-08-15,2317,23517
19-08-15,2317,23526
19-08-15,2317,24564
19-08-15,2317,24565
19-08-15,2317,25553
19-08-15,2317,26554
19-08-15,2317,27573
19-08-15,2317,28509
19-08-15,2317,29527
19-08-15,2317,29528
19-08-15,2317,29564
19-08-15,2317,30502
19-08-15,2317,30532
19-08-15,2318,634
19-08-15,2318,13602
19-08-15,2318,13659
19-08-15,2318,13692
19-08-15,2318,16144
19-08-15,2318,16627
19-08-15,2318,16638
19-08-15,2318,16672
19-08-15,2318,23617
19-08-15,2318,23620
19-08-15,2318,23654
19-08-15,2318,24648
19-08-15,2318,28651
19-08-15,2318,29619
19-08-15,2318,29620
19-08-15,2318,29621
19-08-15,2318,29624
19-08-15,2319,13619
19-08-15,2319,13656
19-08-15,2319,13674
19-08-15,2319,16139
19-08-15,2319,17604
19-08-15,2319,25606
19-08-15,2319,27620
19-08-15,2319,27649
19-08-15,2319,28658
19-08-15,2319,28696
19-08-15,2319,29612
19-08-15,2319,29625
19-08-15,2319,29644
19-08-15,2320,102
19-08-15,2320,142
19-08-15,2320,13687
19-08-15,2320,16114
19-08-15,2320,23116
19-08-15,2320,23123
19-08-15,2320,26124
19-08-15,2320,26138
19-08-15,2320,26141
19-08-15,2320,26144
19-08-15,2320,27634
19-08-15,2320,27648
19-08-15,2321,315
19-08-15,2321,10618
19-08-15,2321,17603
19-08-15,2321,17608
19-08-15,2321,24603
19-08-15,2321,26316
19-08-15,2321,28601
19-08-15,2321,28644
19-08-15,2321,28647
19-08-15,2322,16092
19-08-15,2322,16098
19-08-15,2322,17015
19-08-15,2322,17036
19-08-15,2322,23031
19-08-15,2322,23081
19-08-15,2322,26039
19-08-15,2322,26061
19-08-15,2322,27011
19-08-15,2322,27012
19-08-15,2322,27015
19-08-15,2323,13046
19-08-15,2323,13075
19-08-15,2323,16003
19-08-15,2323,16007
19-08-15,2323,16036
19-08-15,2323,17013
19-08-15,2323,17039
19-08-15,2323,17041
19-08-15,2323,23012
19-08-15,2323,27017
19-08-15,2323,27065
19-08-15,2323,27066
19-08-15,2323,28032
19-08-15,2324,406
19-08-15,2324,13511
19-08-15,2324,23520
19-08-15,2324,23531
19-08-15,2324,23552
19-08-15,2324,23556
19-08-15,2324,23563
19-08-15,2324,27565
19-08-15,2324,28508
19-08-15,2324,28565
19-08-15,2324,28570
19-08-15,2324,30514
19-08-15,2324,30568
19-08-15,2325,418
19-08-15,2325,19302
19-08-15,2325,23303
19-08-15,2325,23568
19-08-15,2325,26304
19-08-15,2325,26313
19-08-15,2325,28512
19-08-15,2325,28524
19-08-15,2325,28574
19-08-15,2325,29517
19-08-15,2325,29590
19-08-15,2326,13603
19-08-15,2326,16116
19-08-15,2326,16118
19-08-15,2326,16136
19-08-15,2326,16151
19-08-15,2326,23107
19-08-15,2326,23138
19-08-15,2326,23307
19-08-15,2326,26121
19-08-15,2326,26122
19-08-15,2326,26126
19-08-15,2326,26127
19-08-15,2326,26149
19-08-15,2326,28688
19-08-15,2327,13626
19-08-15,2327,13646
19-08-15,2327,13649
19-08-15,2327,13676
19-08-15,2327,13690
19-08-15,2327,16636
19-08-15,2327,16649
19-08-15,2327,17602
19-08-15,2327,25635
19-08-15,2327,28662
19-08-15,2327,28699
19-08-15,2327,29603
19-08-15,2327,29605
19-08-15,2327,29642
19-08-15,2327,29645
19-08-15,2328,13616
19-08-15,2328,13627
19-08-15,2328,13653
19-08-15,2328,13666
19-08-15,2328,13678
19-08-15,2328,16601
19-08-15,2328,16602
19-08-15,2328,16671
19-08-15,2328,24642
19-08-15,2328,26659
19-08-15,2328,27627
19-08-15,2328,27636
19-08-15,2328,28631
19-08-15,2328,28692
19-08-15,2328,29627
19-08-15,2329,534
19-08-15,2329,13514
19-08-15,2329,16579
19-08-15,2329,16593
19-08-15,2329,16595
19-08-15,2329,17506
19-08-15,2329,24519
19-08-15,2329,24555
19-08-15,2329,26556
19-08-15,2329,26583
19-08-15,2329,27514
19-08-15,2329,27537
19-08-15,2329,27538
19-08-15,2329,27544
19-08-15,2329,27563
19-08-15,2329,30535
19-08-15,2329,30550
19-08-15,2329,30565
19-08-15,2330,13717
19-08-15,2330,16770
19-08-15,2330,17710
19-08-15,2330,23709
19-08-15,2330,23744
19-08-15,2330,23763
19-08-15,2330,23770
19-08-15,2330,26740
19-08-15,2330,28732
19-08-15,2330,28798
19-08-15,2330,29754
19-08-15,2330,30706
19-08-15,2330,30709
19-08-15,2330,30737
19-08-15,2330,30756
19-08-15,2330,30772
19-08-15,2330,30775
19-08-15,2349,13728
19-08-15,2349,13734
19-08-15,2349,13750
19-08-15,2349,16727
19-08-15,2349,16786
19-08-15,2349,17709
19-08-15,2349,23720
19-08-15,2349,23790
19-08-15,2349,28789
19-08-15,2349,29757
19-08-15,2401,13624
19-08-15,2401,13684
19-08-15,2401,13698
19-08-15,2401,16681
19-08-15,2401,17607
19-08-15,2401,23637
19-08-15,2401,24688
19-08-15,2401,26590
19-08-15,2401,26677
19-08-15,2401,27557
19-08-15,2401,27601
19-08-15,2401,27609
19-08-15,2401,27639
19-08-15,2401,27670
19-08-15,2401,27695
19-08-15,2401,28634
19-08-15,2401,29519
19-08-15,2401,29551
19-08-15,2401,30504
19-08-15,2401,30527
19-08-15,2402,13715
19-08-15,2402,13727
19-08-15,2402,16725
19-08-15,2402,16758
19-08-15,2402,24712
19-08-15,2402,26764
19-08-15,2402,27728
19-08-15,2402,28721
19-08-15,2402,30715
19-08-15,2402,30744
19-08-15,2402,30765
19-08-15,2402,30778
19-08-15,2403,13729
19-08-15,2403,13763
19-08-15,2403,16787
19-08-15,2403,17708
19-08-15,2403,24779
19-08-15,2403,27788
19-08-15,2403,28723
19-08-15,2403,28766
19-08-15,2403,28769
19-08-15,2403,28795
19-08-15,2403,29745
19-08-15,2403,30710
19-08-15,2403,30764
19-08-15,2404,13631
19-08-15,2404,13679
19-08-15,2404,13686
19-08-15,2404,16676
19-08-15,2404,23611
19-08-15,2404,23632
19-08-15,2404,27617
19-08-15,2404,27641
19-08-15,2404,27646
19-08-15,2404,27686
19-08-15,2404,27687
19-08-15,2404,27694
19-08-15,2404,28522
19-08-15,2404,28621
19-08-15,2404,29583
19-08-15,2405,13023
19-08-15,2405,13028
19-08-15,2405,13056
19-08-15,2405,13061
19-08-15,2405,13063
19-08-15,2405,16006
19-08-15,2405,16059
19-08-15,2405,23067
19-08-15,2405,24077
19-08-15,2405,28002
19-08-15,2406,13764
19-08-15,2406,17704
19-08-15,2406,17706
19-08-15,2406,17712
19-08-15,2406,17713
19-08-15,2406,23775
19-08-15,2406,26718
19-08-15,2406,26784
19-08-15,2406,28711
19-08-15,2406,28738
19-08-15,2406,28741
19-08-15,2407,13748
19-08-15,2407,13757
19-08-15,2407,23703
19-08-15,2407,26730
19-08-15,2407,26745
19-08-15,2407,26779
19-08-15,2407,26791
19-08-15,2407,27748
19-08-15,2407,27768
19-08-15,2407,29737
19-08-15,2407,29740
19-08-15,2407,29761
19-08-15,2407,29791
19-08-15,2407,30714
19-08-15,2407,30735
19-08-15,2407,30752
19-08-15,2407,30766
19-08-15,2408,13620
19-08-15,2408,13630
19-08-15,2408,16604
19-08-15,2408,23643
19-08-15,2408,23660
19-08-15,2408,23698
19-08-15,2408,24523
19-08-15,2408,24651
19-08-15,2408,25601
19-08-15,2408,25616
19-08-15,2408,27685
19-08-15,2408,27697
19-08-15,2408,28569
19-08-15,2408,30525
19-08-15,2408,30542
19-08-15,2409,16744
19-08-15,2409,24776
19-08-15,2409,28709
19-08-15,2409,28737
19-08-15,2409,28787
19-08-15,2409,29743
19-08-15,2409,29752
19-08-15,2409,29760
19-08-15,2409,30753
19-08-15,2409,30762
19-08-15,2410,723
19-08-15,2410,13054
19-08-15,2410,13065
19-08-15,2410,13975
19-08-15,2410,13978
19-08-15,2410,23044
19-08-15,2410,23056
19-08-15,2410,23952
19-08-15,2410,26073
19-08-15,2410,26076
19-08-15,2410,26092
19-08-15,2410,27013
19-08-15,2410,27014
19-08-15,2410,27024
19-08-15,2410,27085
19-08-15,2410,27088
19-08-15,2410,28011
19-08-15,2411,584
19-08-15,2411,16549
19-08-15,2411,16563
19-08-15,2411,16594
19-08-15,2411,17503
19-08-15,2411,17511
19-08-15,2411,23502
19-08-15,2411,26514
19-08-15,2411,26515
19-08-15,2411,27513
19-08-15,2411,27520
19-08-15,2411,27593
19-08-15,2411,29508
19-08-15,2411,30543
19-08-15,2411,30544
19-08-15,2412,13961
19-08-15,2412,16986
19-08-15,2412,17954
19-08-15,2412,17957
19-08-15,2412,17967
19-08-15,2412,23979
19-08-15,2412,23994
19-08-15,2412,26997
19-08-15,2412,27955
19-08-15,2412,27966
19-08-15,2412,27989
19-08-15,2412,27990
19-08-15,2412,28956
19-08-15,2412,28957
19-08-15,2412,28959
19-08-15,2412,28990
19-08-15,2412,28994
19-08-15,2412,28995
19-08-15,2412,29955
19-08-15,2413,13746
19-08-15,2413,13760
19-08-15,2413,16705
19-08-15,2413,16717
19-08-15,2413,24796
19-08-15,2413,27752
19-08-15,2413,28712
19-08-15,2414,13612
