Billing Date,Route,Sold-to party
14-08-15,22311,13714
14-08-15,22311,23798
14-08-15,22311,23899
14-08-15,22311,27726
14-08-15,22311,28883
14-08-15,22311,29733
14-08-15,22311,29763
14-08-15,22311,29887
14-08-15,22311,29889
14-08-15,22311,31898
14-08-15,22311,32887
14-08-15,22311,34856
14-08-15,22311,34862
14-08-15,22311,34864
14-08-15,22311,34871
14-08-15,22311,34899
14-08-15,22312,12857
14-08-15,22312,12899
14-08-15,22312,13870
14-08-15,22312,13895
14-08-15,22312,17805
14-08-15,22312,23829
14-08-15,22312,24794
14-08-15,22312,24809
14-08-15,22312,27839
14-08-15,22312,28816
14-08-15,22312,28817
14-08-15,22312,30862
14-08-15,22312,32871
14-08-15,22312,34859
14-08-15,22312,34879
14-08-15,22312,34882
14-08-15,22312,35852
14-08-15,22313,12867
14-08-15,22313,13863
14-08-15,22313,23897
14-08-15,22313,24879
14-08-15,22313,24898
14-08-15,22313,25860
14-08-15,22313,27896
14-08-15,22313,28862
14-08-15,22313,30865
14-08-15,22313,32878
14-08-15,22313,34866
14-08-15,22313,34895
14-08-15,22314,16708
14-08-15,22314,23850
14-08-15,22314,25880
14-08-15,22314,25892
14-08-15,22314,25894
14-08-15,22314,26885
14-08-15,22314,27885
14-08-15,22314,29853
14-08-15,22314,29867
14-08-15,22314,29894
14-08-15,22314,30877
14-08-15,22314,30888
14-08-15,22314,31892
14-08-15,22314,32891
14-08-15,22314,33859
14-08-15,22314,33882
14-08-15,22314,33892
14-08-15,22314,34868
14-08-15,22314,34887
14-08-15,22315,349
14-08-15,22315,406
14-08-15,22315,407
14-08-15,22315,416
14-08-15,22315,523
14-08-15,22315,16311
14-08-15,22315,28574
14-08-15,22315,29590
14-08-15,22315,30503
14-08-15,22316,23929
14-08-15,22316,26925
14-08-15,22316,26929
14-08-15,22316,26940
14-08-15,22316,26943
14-08-15,22316,26949
14-08-15,22316,27924
14-08-15,22316,27933
14-08-15,22316,27942
14-08-15,22316,27946
14-08-15,22316,27947
14-08-15,22316,27948
14-08-15,22317,1502
14-08-15,22317,1504
14-08-15,22317,16513
14-08-15,22317,16533
14-08-15,22317,16591
14-08-15,22317,23501
14-08-15,22317,23550
14-08-15,22317,23578
14-08-15,22317,23587
14-08-15,22317,24532
14-08-15,22317,24536
14-08-15,22317,24575
14-08-15,22317,27502
14-08-15,22317,28526
14-08-15,22317,28567
14-08-15,22317,28595
14-08-15,22317,29532
14-08-15,22317,29560
14-08-15,22317,30507
14-08-15,22318,13513
14-08-15,22318,13516
14-08-15,22318,13517
14-08-15,22318,16504
14-08-15,22318,16555
14-08-15,22318,23523
14-08-15,22318,23525
14-08-15,22318,23544
14-08-15,22318,24501
14-08-15,22318,24542
14-08-15,22318,24543
14-08-15,22318,26549
14-08-15,22318,26561
14-08-15,22318,26585
14-08-15,22318,26944
14-08-15,22318,27515
14-08-15,22318,27552
14-08-15,22318,28564
14-08-15,22318,29546
14-08-15,22318,29571
14-08-15,22319,602
14-08-15,22319,616
14-08-15,22319,663
14-08-15,22319,665
14-08-15,22319,1603
14-08-15,22319,10214
14-08-15,22319,16310
14-08-15,22319,16603
14-08-15,22319,23609
14-08-15,22319,23662
14-08-15,22319,23687
14-08-15,22319,24627
14-08-15,22319,28674
14-08-15,22320,632
14-08-15,22320,16101
14-08-15,22320,16127
14-08-15,22320,16129
14-08-15,22320,16141
14-08-15,22320,16151
14-08-15,22320,23080
14-08-15,22320,23085
14-08-15,22320,23109
14-08-15,22320,23125
14-08-15,22320,23134
14-08-15,22320,26116
14-08-15,22321,23505
14-08-15,22321,23506
14-08-15,22321,23509
14-08-15,22321,23512
14-08-15,22321,23563
14-08-15,22321,23588
14-08-15,22321,24534
14-08-15,22321,26501
14-08-15,22321,26589
14-08-15,22321,27554
14-08-15,22321,27571
14-08-15,22321,27582
14-08-15,22321,28504
14-08-15,22321,28573
14-08-15,22321,29501
14-08-15,22321,29536
14-08-15,22321,29579
14-08-15,22321,30539
14-08-15,22322,1505
14-08-15,22322,10524
14-08-15,22322,16548
14-08-15,22322,16599
14-08-15,22322,23541
14-08-15,22322,24527
14-08-15,22322,25574
14-08-15,22322,27579
14-08-15,22322,28518
14-08-15,22322,28562
14-08-15,22322,28589
14-08-15,22322,29557
14-08-15,22322,30509
14-08-15,22323,16809
14-08-15,22323,16821
14-08-15,22323,19801
14-08-15,22323,24803
14-08-15,22323,24816
14-08-15,22323,26826
14-08-15,22323,26838
14-08-15,22323,26847
14-08-15,22323,26849
14-08-15,22323,26850
14-08-15,22323,27820
14-08-15,22324,16564
14-08-15,22324,16578
14-08-15,22324,17507
14-08-15,22324,17510
14-08-15,22324,23557
14-08-15,22324,23577
14-08-15,22324,24520
14-08-15,22324,25577
14-08-15,22324,25578
14-08-15,22324,26516
14-08-15,22324,28540
14-08-15,22324,28576
14-08-15,22324,28588
14-08-15,22324,28703
14-08-15,22324,29516
14-08-15,22324,29558
14-08-15,22324,30554
14-08-15,22324,30557
14-08-15,22324,30564
14-08-15,22325,16840
14-08-15,22325,17852
14-08-15,22325,23718
14-08-15,22325,23846
14-08-15,22325,23853
14-08-15,22325,23864
14-08-15,22325,23881
14-08-15,22325,23882
14-08-15,22325,23896
14-08-15,22325,24861
14-08-15,22325,25865
14-08-15,22325,25876
14-08-15,22325,27881
14-08-15,22325,28808
14-08-15,22325,33855
14-08-15,22325,33889
14-08-15,22325,33894
14-08-15,22325,33898
14-08-15,22325,34880
14-08-15,22325,34884
14-08-15,22326,13507
14-08-15,22326,16576
14-08-15,22326,23514
14-08-15,22326,23561
14-08-15,22326,23564
14-08-15,22326,23576
14-08-15,22326,24504
14-08-15,22326,24530
14-08-15,22326,24548
14-08-15,22326,24561
14-08-15,22326,24571
14-08-15,22326,27581
14-08-15,22326,29510
14-08-15,22326,29598
14-08-15,22326,30560
14-08-15,22326,30563
14-08-15,22327,13852
14-08-15,22327,16851
14-08-15,22327,23863
14-08-15,22327,25887
14-08-15,22327,26870
14-08-15,22327,28875
14-08-15,22327,28888
14-08-15,22327,28892
14-08-15,22327,28893
14-08-15,22327,28896
14-08-15,22327,29860
14-08-15,22327,29886
14-08-15,22327,30884
14-08-15,22327,30890
14-08-15,22327,31884
14-08-15,22327,33856
14-08-15,22327,33869
14-08-15,22327,33874
14-08-15,22327,33896
14-08-15,22328,16138
14-08-15,22328,16143
14-08-15,22328,16150
14-08-15,22328,23107
14-08-15,22328,23113
14-08-15,22328,23117
14-08-15,22328,23123
14-08-15,22328,23137
14-08-15,22328,26115
14-08-15,22328,26119
14-08-15,22328,26123
14-08-15,22328,26126
14-08-15,22328,26145
14-08-15,22328,27664
14-08-15,22329,16717
14-08-15,22329,23872
14-08-15,22329,24858
14-08-15,22329,27882
14-08-15,22329,28859
14-08-15,22329,28860
14-08-15,22329,29856
14-08-15,22329,30857
14-08-15,22329,32870
14-08-15,22329,32874
14-08-15,22329,32899
14-08-15,22329,33875
14-08-15,22329,34855
14-08-15,22329,34872
14-08-15,22329,34896
14-08-15,22329,35855
14-08-15,22330,12864
14-08-15,22330,12880
14-08-15,22330,12888
14-08-15,22330,12897
14-08-15,22330,24854
14-08-15,22330,26879
14-08-15,22330,27891
14-08-15,22330,30881
14-08-15,22330,32866
14-08-15,22330,32881
14-08-15,22330,33866
14-08-15,22330,33899
14-08-15,22330,34867
14-08-15,22330,34874
14-08-15,22330,34876
14-08-15,22330,34881
14-08-15,22331,792
14-08-15,22331,12894
14-08-15,22331,16880
14-08-15,22331,23740
14-08-15,22331,23806
14-08-15,22331,23812
14-08-15,22331,23870
14-08-15,22331,26734
14-08-15,22331,26820
14-08-15,22331,26832
14-08-15,22331,26867
14-08-15,22331,26889
14-08-15,22331,27836
14-08-15,22331,28818
14-08-15,22331,30776
14-08-15,22331,30869
14-08-15,22331,32854
14-08-15,22332,13898
14-08-15,22332,23848
14-08-15,22332,25882
14-08-15,22332,26859
14-08-15,22332,29878
14-08-15,22332,30894
14-08-15,22332,31876
14-08-15,22332,31893
14-08-15,22332,34854
14-08-15,22332,34861
14-08-15,22332,34870
14-08-15,22332,34892
14-08-15,22347,41
14-08-15,22347,56
14-08-15,22347,13057
14-08-15,22347,13068
14-08-15,22347,16027
14-08-15,22347,16029
14-08-15,22347,16079
14-08-15,22347,23076
14-08-15,22347,24018
14-08-15,22347,26078
14-08-15,22347,26081
14-08-15,22347,27043
14-08-15,22347,27054
14-08-15,22348,10627
14-08-15,22349,959
14-08-15,22349,965
14-08-15,22350,30780
14-08-15,22401,10102
14-08-15,22401,10134
14-08-15,22401,13665
14-08-15,22401,16128
14-08-15,22401,16663
14-08-15,22401,23102
14-08-15,22401,23136
14-08-15,22401,26133
14-08-15,22401,26143
14-08-15,22401,26636
14-08-15,22401,26694
14-08-15,22401,27669
14-08-15,22401,28608
14-08-15,22402,979
14-08-15,22402,13954
14-08-15,22402,13967
14-08-15,22402,13971
14-08-15,22402,13972
14-08-15,22402,13980
14-08-15,22402,16987
14-08-15,22402,17960
14-08-15,22402,17961
14-08-15,22402,26970
14-08-15,22402,27960
14-08-15,22402,27962
14-08-15,22402,28975
14-08-15,22402,28997
14-08-15,22403,655
14-08-15,22403,10611
14-08-15,22403,13632
14-08-15,22403,13634
14-08-15,22403,13677
14-08-15,22403,25634
14-08-15,22403,26680
14-08-15,22403,26693
14-08-15,22403,27631
14-08-15,22403,27679
14-08-15,22403,28611
14-08-15,22403,28653
14-08-15,22403,28687
14-08-15,22404,13655
14-08-15,22404,13689
14-08-15,22404,13691
14-08-15,22404,13693
14-08-15,22404,16668
14-08-15,22404,23658
14-08-15,22404,23671
14-08-15,22404,24617
14-08-15,22404,24634
14-08-15,22404,26511
14-08-15,22404,27633
14-08-15,22404,28580
14-08-15,22404,29514
14-08-15,22404,29540
14-08-15,22404,29548
14-08-15,22404,30508
14-08-15,22404,30541
14-08-15,22404,30545
14-08-15,22405,13916
14-08-15,22405,13917
14-08-15,22405,16906
14-08-15,22405,16908
14-08-15,22405,17903
14-08-15,22405,23901
14-08-15,22405,23903
14-08-15,22405,23904
14-08-15,22405,23906
14-08-15,22405,23915
14-08-15,22405,26919
14-08-15,22405,27902
14-08-15,22405,27906
14-08-15,22405,28906
14-08-15,22406,13756
14-08-15,22406,23837
14-08-15,22406,25713
14-08-15,22406,25859
14-08-15,22406,25881
14-08-15,22406,25890
14-08-15,22406,27849
14-08-15,22406,29854
14-08-15,22406,29892
14-08-15,22406,29898
14-08-15,22406,30873
14-08-15,22406,30880
14-08-15,22406,30886
14-08-15,22406,30889
14-08-15,22406,34885
14-08-15,22407,13657
14-08-15,22407,13696
14-08-15,22407,16505
14-08-15,22407,16560
14-08-15,22407,16605
14-08-15,22407,26502
14-08-15,22407,27536
14-08-15,22407,27561
14-08-15,22407,27595
14-08-15,22407,27597
14-08-15,22407,27602
14-08-15,22407,28510
14-08-15,22407,28523
14-08-15,22407,28548
14-08-15,22407,29530
14-08-15,22407,29559
14-08-15,22407,29563
14-08-15,22407,30529
14-08-15,22407,30561
14-08-15,22408,10509
14-08-15,22408,16572
14-08-15,22408,23592
14-08-15,22408,23653
14-08-15,22408,24509
14-08-15,22408,24512
14-08-15,22408,24529
14-08-15,22408,24562
14-08-15,22408,26698
14-08-15,22408,27524
14-08-15,22408,28542
14-08-15,22408,28585
14-08-15,22408,28591
14-08-15,22408,28626
14-08-15,22408,29599
14-08-15,22408,30528
14-08-15,22409,13902
14-08-15,22409,13910
14-08-15,22409,13919
14-08-15,22409,13920
14-08-15,22409,13924
14-08-15,22409,13925
14-08-15,22409,13926
14-08-15,22409,13927
14-08-15,22409,13928
14-08-15,22409,13929
14-08-15,22409,13930
14-08-15,22409,16145
14-08-15,22409,16913
14-08-15,22409,23913
14-08-15,22409,26918
14-08-15,22409,27905
14-08-15,22409,27911
14-08-15,22409,28904
14-08-15,22409,28905
14-08-15,22409,28908
14-08-15,22410,13621
14-08-15,22410,13654
14-08-15,22410,13661
14-08-15,22410,16539
14-08-15,22410,16610
14-08-15,22410,17606
14-08-15,22410,23636
14-08-15,22410,23661
14-08-15,22410,23695
14-08-15,22410,29534
14-08-15,22410,29566
14-08-15,22410,30537
14-08-15,22411,13664
14-08-15,22411,13669
14-08-15,22411,13670
14-08-15,22411,13695
14-08-15,22411,16608
14-08-15,22411,23691
14-08-15,22411,26666
14-08-15,22411,27668
14-08-15,22411,27676
14-08-15,22411,27693
14-08-15,22411,28649
14-08-15,22411,28667
14-08-15,22411,28689
14-08-15,22411,28698
14-08-15,22411,29628
14-08-15,22411,29643
14-08-15,22412,16891
14-08-15,22412,23885
14-08-15,22412,23886
14-08-15,22412,24884
14-08-15,22412,27892
14-08-15,22412,28852
14-08-15,22412,29874
14-08-15,22412,32897
14-08-15,22412,33853
14-08-15,22412,33863
14-08-15,22412,33885
14-08-15,22412,33887
14-08-15,22412,34860
14-08-15,22412,34888
14-08-15,22412,34889
14-08-15,22412,35853
14-08-15,22413,13647
14-08-15,22413,13650
14-08-15,22413,16664
14-08-15,22413,23694
14-08-15,22413,25607
14-08-15,22413,26643
14-08-15,22413,26671
14-08-15,22413,27605
