Billing Date,Route,Sold-to party
17-08-15,22311,13714
17-08-15,22311,23798
17-08-15,22311,23899
17-08-15,22311,27726
17-08-15,22311,28883
17-08-15,22311,29733
17-08-15,22311,29763
17-08-15,22311,29887
17-08-15,22311,29889
17-08-15,22311,31898
17-08-15,22311,32887
17-08-15,22311,34856
17-08-15,22311,34862
17-08-15,22311,34864
17-08-15,22311,34871
17-08-15,22311,34899
17-08-15,22312,12857
17-08-15,22312,12899
17-08-15,22312,13870
17-08-15,22312,13895
17-08-15,22312,17805
17-08-15,22312,23829
17-08-15,22312,24794
17-08-15,22312,24809
17-08-15,22312,27839
17-08-15,22312,28816
17-08-15,22312,28817
17-08-15,22312,30862
17-08-15,22312,32871
17-08-15,22312,34859
17-08-15,22312,34879
17-08-15,22312,34882
17-08-15,22312,35852
17-08-15,22313,12867
17-08-15,22313,13863
17-08-15,22313,23897
17-08-15,22313,24879
17-08-15,22313,24898
17-08-15,22313,25860
17-08-15,22313,27896
17-08-15,22313,28862
17-08-15,22313,30865
17-08-15,22313,32878
17-08-15,22313,34866
17-08-15,22313,34895
17-08-15,22314,16708
17-08-15,22314,23850
17-08-15,22314,25880
17-08-15,22314,25892
17-08-15,22314,25894
17-08-15,22314,26885
17-08-15,22314,27885
17-08-15,22314,29853
17-08-15,22314,29867
17-08-15,22314,29894
17-08-15,22314,30877
17-08-15,22314,30888
17-08-15,22314,31892
17-08-15,22314,32891
17-08-15,22314,33859
17-08-15,22314,33882
17-08-15,22314,33892
17-08-15,22314,34868
17-08-15,22314,34887
17-08-15,22315,349
17-08-15,22315,407
17-08-15,22315,416
17-08-15,22315,523
17-08-15,22315,16311
17-08-15,22315,28574
17-08-15,22315,29590
17-08-15,22315,30503
17-08-15,22316,23929
17-08-15,22316,26925
17-08-15,22316,26929
17-08-15,22316,26940
17-08-15,22316,26943
17-08-15,22316,26949
17-08-15,22316,27924
17-08-15,22316,27933
17-08-15,22316,27942
17-08-15,22316,27946
17-08-15,22316,27947
17-08-15,22316,27948
17-08-15,22317,1502
17-08-15,22317,1504
17-08-15,22317,16513
17-08-15,22317,16533
17-08-15,22317,16591
17-08-15,22317,23501
17-08-15,22317,23550
17-08-15,22317,23578
17-08-15,22317,23587
17-08-15,22317,24532
17-08-15,22317,24536
17-08-15,22317,24575
17-08-15,22317,27502
17-08-15,22317,28526
17-08-15,22317,28567
17-08-15,22317,28595
17-08-15,22317,29532
17-08-15,22317,29560
17-08-15,22317,30507
17-08-15,22318,13513
17-08-15,22318,13516
17-08-15,22318,13517
17-08-15,22318,16504
17-08-15,22318,16555
17-08-15,22318,23523
17-08-15,22318,23525
17-08-15,22318,23544
17-08-15,22318,24501
17-08-15,22318,24542
17-08-15,22318,24543
17-08-15,22318,26549
17-08-15,22318,26561
17-08-15,22318,26585
17-08-15,22318,26944
17-08-15,22318,27515
17-08-15,22318,27552
17-08-15,22318,28564
17-08-15,22318,29546
17-08-15,22318,29571
17-08-15,22319,602
17-08-15,22319,616
17-08-15,22319,663
17-08-15,22319,665
17-08-15,22319,1603
17-08-15,22319,10214
17-08-15,22319,16310
17-08-15,22319,16603
17-08-15,22319,23609
17-08-15,22319,23662
17-08-15,22319,23687
17-08-15,22319,24627
17-08-15,22319,28674
17-08-15,22320,632
17-08-15,22320,16101
17-08-15,22320,16127
17-08-15,22320,16129
17-08-15,22320,16141
17-08-15,22320,23080
17-08-15,22320,23085
17-08-15,22320,23109
17-08-15,22320,23125
17-08-15,22320,23134
17-08-15,22320,26116
17-08-15,22321,23505
17-08-15,22321,23506
17-08-15,22321,23509
17-08-15,22321,23512
17-08-15,22321,23563
17-08-15,22321,23588
17-08-15,22321,24534
17-08-15,22321,26501
17-08-15,22321,26589
17-08-15,22321,27554
17-08-15,22321,27571
17-08-15,22321,27582
17-08-15,22321,28504
17-08-15,22321,28573
17-08-15,22321,29501
17-08-15,22321,29536
17-08-15,22321,29579
17-08-15,22321,30539
17-08-15,22322,1505
17-08-15,22322,10524
17-08-15,22322,10526
17-08-15,22322,16548
17-08-15,22322,16599
17-08-15,22322,23541
17-08-15,22322,24527
17-08-15,22322,25574
17-08-15,22322,27579
17-08-15,22322,28518
17-08-15,22322,28562
17-08-15,22322,28589
17-08-15,22322,29557
17-08-15,22322,30509
17-08-15,22323,16809
17-08-15,22323,16821
17-08-15,22323,19801
17-08-15,22323,24803
17-08-15,22323,24816
17-08-15,22323,26826
17-08-15,22323,26838
17-08-15,22323,26847
17-08-15,22323,26849
17-08-15,22323,26850
17-08-15,22323,27820
17-08-15,22324,16564
17-08-15,22324,16578
17-08-15,22324,17507
17-08-15,22324,17510
17-08-15,22324,23557
17-08-15,22324,23577
17-08-15,22324,24520
17-08-15,22324,25577
17-08-15,22324,25578
17-08-15,22324,26516
17-08-15,22324,28540
17-08-15,22324,28576
17-08-15,22324,28588
17-08-15,22324,28703
17-08-15,22324,29516
17-08-15,22324,29558
17-08-15,22324,30554
17-08-15,22324,30557
17-08-15,22324,30564
17-08-15,22325,16840
17-08-15,22325,17852
17-08-15,22325,23718
17-08-15,22325,23846
17-08-15,22325,23853
17-08-15,22325,23864
17-08-15,22325,23881
17-08-15,22325,23882
17-08-15,22325,23896
17-08-15,22325,24861
17-08-15,22325,25865
17-08-15,22325,25876
17-08-15,22325,27881
17-08-15,22325,28808
17-08-15,22325,33855
17-08-15,22325,33889
17-08-15,22325,33894
17-08-15,22325,33898
17-08-15,22325,34880
17-08-15,22325,34884
17-08-15,22326,13507
17-08-15,22326,16576
17-08-15,22326,23514
17-08-15,22326,23561
17-08-15,22326,23564
17-08-15,22326,23576
17-08-15,22326,24504
17-08-15,22326,24530
17-08-15,22326,24548
17-08-15,22326,24561
17-08-15,22326,24571
17-08-15,22326,27581
17-08-15,22326,29510
17-08-15,22326,29598
17-08-15,22326,30560
17-08-15,22326,30563
17-08-15,22327,13852
17-08-15,22327,16851
17-08-15,22327,23863
17-08-15,22327,25887
17-08-15,22327,26870
17-08-15,22327,28875
17-08-15,22327,28888
17-08-15,22327,28892
17-08-15,22327,28893
17-08-15,22327,28896
17-08-15,22327,29860
17-08-15,22327,29886
17-08-15,22327,30884
17-08-15,22327,30890
17-08-15,22327,31884
17-08-15,22327,33856
17-08-15,22327,33869
17-08-15,22327,33874
17-08-15,22327,33896
17-08-15,22328,16138
17-08-15,22328,16143
17-08-15,22328,16150
17-08-15,22328,23107
17-08-15,22328,23113
17-08-15,22328,23117
17-08-15,22328,23123
17-08-15,22328,23137
17-08-15,22328,26115
17-08-15,22328,26119
17-08-15,22328,26123
17-08-15,22328,26126
17-08-15,22328,26145
17-08-15,22328,27664
17-08-15,22329,16717
17-08-15,22329,23872
17-08-15,22329,24858
17-08-15,22329,27882
17-08-15,22329,28859
17-08-15,22329,28860
17-08-15,22329,29856
17-08-15,22329,30857
17-08-15,22329,32870
17-08-15,22329,32874
17-08-15,22329,32899
17-08-15,22329,33875
17-08-15,22329,34855
17-08-15,22329,34872
17-08-15,22329,34896
17-08-15,22329,35855
17-08-15,22330,12864
17-08-15,22330,12880
17-08-15,22330,12888
17-08-15,22330,12897
17-08-15,22330,24854
17-08-15,22330,26879
17-08-15,22330,27891
17-08-15,22330,30881
17-08-15,22330,32866
17-08-15,22330,32881
17-08-15,22330,33866
17-08-15,22330,33899
17-08-15,22330,34867
17-08-15,22330,34874
