trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
14-08-15,Maheshwari Tpt Service,22301,DL1LS6045,07:53:52,19:00:00
14-08-15,SATLUJ GOODS CARRIERS,22311,DL1LP9466,07:31:30,19:00:00
14-08-15,NEO HOSPITALITIES,22312,DL1LM0334,07:21:15,19:00:00
14-08-15,NEO HOSPITALITIES,22313,DL1LK9908,07:09:35,19:00:00
14-08-15,SATLUJ GOODS CARRIERS,22314,DL1LP8036,07:09:35,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22315,DL1M5169,06:55:10,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22316,DL1M5465,07:14:23,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22318,DL1M5480,07:15:31,19:00:00
14-08-15,JEET TRANSPORT COMPANY,22319,DL1LP8571,07:59:53,19:00:00
14-08-15,JEET TRANSPORT COMPANY,22320,DL1LP6217,08:13:44,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22321,DL1M5207,06:59:36,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22322,DL1M5194,07:32:49,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22323,DL1M5457,08:06:35,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22324,DL1M5164,06:50:54,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22325,DL1M5279,08:12:23,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22326,DL1M5153,07:19:58,19:00:00
14-08-15,Pooja Tpt Service,22327,DL1LP1178,06:57:43,19:00:00
14-08-15,JEET TRANSPORT COMPANY,22328,DL1LR2017,07:08:12,19:00:00
14-08-15,SATLUJ GOODS CARRIERS,22329,DL1LP8041,07:22:26,19:00:00
14-08-15,SATLUJ GOODS CARRIERS,22330,DL1LP8218,06:41:52,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22331,DL1M5177,07:51:51,19:00:00
14-08-15,NEO HOSPITALITIES,22332,DL1LM1328,07:23:38,19:00:00
14-08-15,Pooja Tpt Service,22430,DL1LP1811,08:01:25,19:00:00
14-08-15,SANJAY SHARMA,22347,DL1LM4016,07:07:14,19:00:00
14-08-15,SANJAY SHARMA,22429,DL1LM4484,07:17:26,19:00:00
14-08-15,Maheshwari Tpt Service,22349,DL1LP1495,08:21:57,19:00:00
14-08-15,Vinayak Tanker Service,22350,DL1M5446,00:00:00,19:00:00
14-08-15,Maheshwari Tpt Service,22401,DL1LS5915,07:12:40,19:00:00
14-08-15,NEO HOSPITALITIES,22402,DL1M4351,07:30:31,19:00:00
14-08-15,Maheshwari Tpt Service,22403,DL1LG6691,07:35:50,19:00:00
14-08-15,Maheshwari Tpt Service,22404,DL1LK0262,08:18:47,19:00:00
14-08-15,Maheshwari Tpt Service,22405,DL1LG5980,07:27:58,19:00:00
14-08-15,Pooja Tpt Service,22406,DL1LG6605,07:46:58,19:00:00
14-08-15,Maheshwari Tpt Service,22407,DL1LG6667,07:50:24,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22408,DL1LG7673,08:03:52,19:00:00
14-08-15,Maheshwari Tpt Service,22409,DL1LS7035,06:49:42,19:00:00
14-08-15,Maheshwari Tpt Service,22410,DL1LG5924,07:55:16,19:00:00
14-08-15,Maheshwari Tpt Service,22411,DL1LG6583,08:09:12,19:00:00
14-08-15,Pooja Tpt Service,22412,DL1LK3795,07:34:30,19:00:00
14-08-15,Maheshwari Tpt Service,22413,DL1LK0164,07:57:10,19:00:00
14-08-15,Maheshwari Tpt Service,22414,DL1LG5925,06:56:32,19:00:00
14-08-15,Maheshwari Tpt Service,22415,DL1LG6692,07:03:22,19:00:00
14-08-15,NEO HOSPITALITIES,22416,DL1LS7038,07:28:59,19:00:00
14-08-15,Maheshwari Tpt Service,22417,DL1LS6035,07:06:11,19:00:00
14-08-15,SANJAY SHARMA,22418,DL1LP5913,08:24:27,19:00:00
14-08-15,Maheshwari Tpt Service,22419,DL1LG4886,07:02:24,19:00:00
14-08-15,Maheshwari Tpt Service,22420,DL1LG5926,06:52:43,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22421,DL1LK0303,07:26:28,19:00:00
14-08-15,NEO HOSPITALITIES,22422,DL1M4466,08:10:55,19:00:00
14-08-15,NEO HOSPITALITIES,22423,DL1LS1926,08:20:27,19:00:00
14-08-15,Maheshwari Tpt Service,22424,DL1LK0165,07:58:35,19:00:00
14-08-15,NEO HOSPITALITIES,22425,DL1LK5866,07:11:02,19:00:00
14-08-15,Maheshwari Tpt Service,22426,DL1LG4948,06:54:04,19:00:00
14-08-15,SANJAY SHARMA,22427,DL1LP5914,07:04:27,19:00:00
14-08-15,SANJAY SHARMA,22428,DL1LP4464,06:40:18,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22431,DL1LK2805,07:38:07,19:00:00
14-08-15,NEO HOSPITALITIES,22432,DL1LS1927,07:24:54,19:00:00
14-08-15,Pooja Tpt Service,22433,DL1LG6604,06:19:43,19:00:00
14-08-15,SHRI JAI GURUDEV TRANSPORT SER,22317,DL1LG4590,06:19:43,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22501,DL1M5378,07:07:06,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22502,DL1M5358,07:18:05,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22503,DL1M5394,07:20:04,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22504,DL1M5395,07:23:39,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22505,DL1M5379,07:12:42,19:00:00
14-08-15,KALKA TRANSPORT SERVICE,22506,DL1M6365,07:15:29,19:00:00
14-08-15,KALKA TRANSPORT SERVICE,22507,DL1M6363,07:03:36,19:00:00
14-08-15,Durga Tpt Co,22508,DL1M4302,06:58:57,19:00:00
14-08-15,AASTHA LOGISTICS PVT. LTD.,22509,DL1M5396,00:00:00,19:00:00
14-08-15,Vansh Enterprises,28001,DL1GC2696,07:11:03,19:00:00
14-08-15,Vansh Enterprises,28002,DL1GC2650,05:34:07,19:00:00
14-08-15,Jai Maa Enterprises,28003,DL1M7218,05:55:11,19:00:00
14-08-15,Vansh Enterprises,28004,DL1M4395,05:59:26,19:00:00
14-08-15,Vansh Enterprises,28005,DL1GC2651,06:25:03,19:00:00
14-08-15,Vansh Enterprises,28006,DL1GC2637,07:21:44,19:00:00
14-08-15,Vansh Enterprises,28007,DL1GC0179,06:04:52,19:00:00
14-08-15,Vansh Enterprises,28008,DL1GC0167,05:43:51,19:00:00
14-08-15,Durga Tpt Co,28009,DL1M6301,06:54:33,19:00:00
14-08-15,Vinayak Tanker Service,28010,DL1M6348,06:49:43,19:00:00
14-08-15,Durga Tpt Co,28011,DL1M6300,06:15:10,19:00:00
14-08-15,Durga Tpt Co,28012,DL1M6328,06:58:58,19:00:00
14-08-15,Jai Maa Enterprises,28013,DL1M7290,07:04:19,19:00:00
14-08-15,Jai Maa Enterprises,28014,DL1M7288,05:16:05,19:00:00
14-08-15,Vinayak Tanker Service,28015,DL1GB8451,06:44:03,19:00:00
14-08-15,Durga Tpt Co,28016,DL1M6971,06:29:03,19:00:00
14-08-15,Vinayak Tanker Service,28017,DL1M7092,06:35:11,19:00:00
14-08-15,Jai Maa Enterprises,28018,DL1GC1904,05:39:45,19:00:00
14-08-15,Jai Maa Enterprises,28019,DL1M7509,06:40:09,19:00:00
14-08-15,MANOJ KUMAR,29001,DL1LR5067,07:16:34,19:00:00
14-08-15,MANOJ KUMAR,29002,DL1LP6173,07:14:12,19:00:00
14-08-15,MANOJ KUMAR,29003,DL1LV9450,00:23:42,19:00:00
14-08-15,Jai Maa Enterprises,29011,DL1M5185,07:32:10,19:00:00
14-08-15,Jai Maa Enterprises,29012,DL1M5174,06:20:33,19:00:00
14-08-15,Jai Maa Enterprises,29013,DL1M5211,05:49:18,19:00:00
14-08-15,Jai Maa Enterprises,29014,DL1M5176,07:36:19,19:00:00
14-08-15,Jai Maa Enterprises,29015,DL1M5199,05:06:22,19:00:00
