Billing Date,Route,Sold-to party
09-08-15,2311,13648
09-08-15,2311,16693
09-08-15,2311,16697
09-08-15,2311,24612
09-08-15,2311,25620
09-08-15,2311,26621
09-08-15,2311,27665
09-08-15,2311,27690
09-08-15,2311,28690
09-08-15,2311,29617
09-08-15,2311,29618
09-08-15,2311,30524
09-08-15,2312,1512
09-08-15,2312,23534
09-08-15,2312,23565
09-08-15,2312,24549
09-08-15,2312,26543
09-08-15,2312,26594
09-08-15,2312,27516
09-08-15,2312,28513
09-08-15,2312,28533
09-08-15,2312,29504
09-08-15,2312,30513
09-08-15,2312,30515
09-08-15,2312,30522
09-08-15,2312,30546
09-08-15,2312,30549
09-08-15,2313,8
09-08-15,2313,236
09-08-15,2313,17030
09-08-15,2313,23018
09-08-15,2313,23042
09-08-15,2313,24009
09-08-15,2313,26088
09-08-15,2313,27062
09-08-15,2313,27089
09-08-15,2313,27092
09-08-15,2313,28034
09-08-15,2314,23
09-08-15,2314,16079
09-08-15,2314,17020
09-08-15,2314,23027
09-08-15,2314,24038
09-08-15,2314,26012
09-08-15,2314,26087
09-08-15,2314,27005
09-08-15,2314,27057
09-08-15,2314,27093
09-08-15,2314,28029
09-08-15,2314,28030
09-08-15,2314,28033
09-08-15,2314,28042
09-08-15,2315,13503
09-08-15,2315,16592
09-08-15,2315,23519
09-08-15,2315,23539
09-08-15,2315,23572
09-08-15,2315,25516
09-08-15,2315,25587
09-08-15,2315,26546
09-08-15,2315,26564
09-08-15,2315,27572
09-08-15,2315,28517
09-08-15,2315,28579
09-08-15,2315,29523
09-08-15,2315,29542
09-08-15,2315,29596
09-08-15,2315,30553
09-08-15,2315,30559
09-08-15,2316,508
09-08-15,2316,559
09-08-15,2316,10515
09-08-15,2316,16567
09-08-15,2316,16581
09-08-15,2316,23524
09-08-15,2316,26519
09-08-15,2316,26566
09-08-15,2316,28532
09-08-15,2316,29544
09-08-15,2316,30552
09-08-15,2317,1514
09-08-15,2317,13504
09-08-15,2317,13518
09-08-15,2317,16524
09-08-15,2317,16575
09-08-15,2317,23511
09-08-15,2317,23517
09-08-15,2317,23526
09-08-15,2317,24564
09-08-15,2317,24565
09-08-15,2317,25553
09-08-15,2317,26554
09-08-15,2317,27573
09-08-15,2317,28509
09-08-15,2317,29527
09-08-15,2317,29528
09-08-15,2317,29564
09-08-15,2317,30502
09-08-15,2317,30532
09-08-15,2318,634
09-08-15,2318,13602
09-08-15,2318,13659
09-08-15,2318,13692
09-08-15,2318,16144
09-08-15,2318,16627
09-08-15,2318,16638
09-08-15,2318,16672
09-08-15,2318,23617
09-08-15,2318,23620
09-08-15,2318,23654
09-08-15,2318,24648
09-08-15,2318,28651
09-08-15,2318,29619
09-08-15,2318,29620
09-08-15,2318,29621
09-08-15,2318,29624
09-08-15,2319,13619
09-08-15,2319,13656
09-08-15,2319,13674
09-08-15,2319,16139
09-08-15,2319,17604
09-08-15,2319,25606
09-08-15,2319,27620
09-08-15,2319,28658
09-08-15,2319,28696
09-08-15,2319,29612
09-08-15,2319,29625
09-08-15,2319,29644
09-08-15,2320,102
09-08-15,2320,142
09-08-15,2320,13687
09-08-15,2320,16114
09-08-15,2320,23116
09-08-15,2320,23123
09-08-15,2320,26124
09-08-15,2320,26138
09-08-15,2320,26141
09-08-15,2320,26144
09-08-15,2320,27634
09-08-15,2320,27648
09-08-15,2321,315
09-08-15,2321,10618
09-08-15,2321,17603
09-08-15,2321,17608
09-08-15,2321,24603
09-08-15,2321,26316
09-08-15,2321,28601
09-08-15,2321,28644
09-08-15,2321,28647
09-08-15,2322,16092
09-08-15,2322,16098
09-08-15,2322,17015
09-08-15,2322,17036
09-08-15,2322,23031
09-08-15,2322,23081
09-08-15,2322,26039
09-08-15,2322,26061
09-08-15,2322,27011
09-08-15,2322,27012
09-08-15,2322,27015
09-08-15,2323,13046
09-08-15,2323,13075
09-08-15,2323,16003
09-08-15,2323,16007
09-08-15,2323,16036
09-08-15,2323,17013
09-08-15,2323,17039
09-08-15,2323,17041
09-08-15,2323,23012
09-08-15,2323,27017
09-08-15,2323,27065
09-08-15,2323,27066
09-08-15,2323,28032
09-08-15,2324,406
09-08-15,2324,13511
09-08-15,2324,23520
09-08-15,2324,23531
09-08-15,2324,23552
09-08-15,2324,23556
09-08-15,2324,23563
09-08-15,2324,27565
09-08-15,2324,28508
09-08-15,2324,28565
09-08-15,2324,28570
09-08-15,2324,29502
09-08-15,2324,30514
09-08-15,2324,30568
09-08-15,2325,418
09-08-15,2325,19302
09-08-15,2325,23303
09-08-15,2325,23568
09-08-15,2325,26304
09-08-15,2325,26313
09-08-15,2325,28512
09-08-15,2325,28524
09-08-15,2325,28574
09-08-15,2325,29517
09-08-15,2325,29590
09-08-15,2326,13603
09-08-15,2326,16116
09-08-15,2326,16118
09-08-15,2326,16136
09-08-15,2326,23107
09-08-15,2326,23138
09-08-15,2326,23307
09-08-15,2326,26121
09-08-15,2326,26122
09-08-15,2326,26126
09-08-15,2326,26127
09-08-15,2326,26149
09-08-15,2326,28688
09-08-15,2327,13626
09-08-15,2327,13646
09-08-15,2327,13649
09-08-15,2327,13660
09-08-15,2327,13676
09-08-15,2327,13690
09-08-15,2327,16636
09-08-15,2327,16649
09-08-15,2327,17602
09-08-15,2327,25635
09-08-15,2327,28662
09-08-15,2327,28699
09-08-15,2327,29603
09-08-15,2327,29605
09-08-15,2327,29642
09-08-15,2327,29645
09-08-15,2328,13616
09-08-15,2328,13627
09-08-15,2328,13653
09-08-15,2328,13666
09-08-15,2328,13678
09-08-15,2328,16601
09-08-15,2328,16602
09-08-15,2328,16671
09-08-15,2328,24642
09-08-15,2328,26659
09-08-15,2328,27627
09-08-15,2328,27636
09-08-15,2328,28631
09-08-15,2328,28692
09-08-15,2328,29627
09-08-15,2329,534
09-08-15,2329,13514
09-08-15,2329,16579
09-08-15,2329,16593
09-08-15,2329,16595
09-08-15,2329,17506
09-08-15,2329,24519
09-08-15,2329,24555
09-08-15,2329,26556
09-08-15,2329,26583
09-08-15,2329,27514
09-08-15,2329,27537
09-08-15,2329,27538
09-08-15,2329,27544
09-08-15,2329,27563
09-08-15,2329,30535
09-08-15,2329,30550
09-08-15,2329,30565
09-08-15,2330,13717
09-08-15,2330,16770
09-08-15,2330,17710
09-08-15,2330,23709
09-08-15,2330,23744
09-08-15,2330,23763
09-08-15,2330,26740
09-08-15,2330,28732
09-08-15,2330,28798
09-08-15,2330,29754
09-08-15,2330,30706
09-08-15,2330,30709
09-08-15,2330,30737
09-08-15,2330,30756
09-08-15,2330,30772
09-08-15,2330,30776
09-08-15,2349,13728
09-08-15,2349,13734
09-08-15,2349,13750
09-08-15,2349,16727
09-08-15,2349,16786
09-08-15,2349,17709
09-08-15,2349,23720
09-08-15,2349,23790
09-08-15,2349,28789
09-08-15,2349,29757
09-08-15,2401,13624
09-08-15,2401,13684
