Billing Date,Route,Sold-to party
18-08-15,2311,13648
18-08-15,2311,16693
18-08-15,2311,16697
18-08-15,2311,24612
18-08-15,2311,25620
18-08-15,2311,26621
18-08-15,2311,27665
18-08-15,2311,27690
18-08-15,2311,28690
18-08-15,2311,29617
18-08-15,2311,29618
18-08-15,2311,30524
18-08-15,2312,1512
18-08-15,2312,23534
18-08-15,2312,23565
18-08-15,2312,24549
18-08-15,2312,26543
18-08-15,2312,26594
18-08-15,2312,27516
18-08-15,2312,28513
18-08-15,2312,28533
18-08-15,2312,29504
18-08-15,2312,30513
18-08-15,2312,30515
18-08-15,2312,30522
18-08-15,2312,30546
18-08-15,2312,30549
18-08-15,2313,8
18-08-15,2313,236
18-08-15,2313,17030
18-08-15,2313,23018
18-08-15,2313,23042
18-08-15,2313,24009
18-08-15,2313,26088
18-08-15,2313,27062
18-08-15,2313,27089
18-08-15,2313,27092
18-08-15,2313,28034
18-08-15,2314,23
18-08-15,2314,16079
18-08-15,2314,17020
18-08-15,2314,23027
18-08-15,2314,24038
18-08-15,2314,26012
18-08-15,2314,26087
18-08-15,2314,27005
18-08-15,2314,27057
18-08-15,2314,27093
18-08-15,2314,28029
18-08-15,2314,28030
18-08-15,2314,28033
18-08-15,2314,28042
18-08-15,2315,13503
18-08-15,2315,16592
18-08-15,2315,23519
18-08-15,2315,23539
18-08-15,2315,23572
18-08-15,2315,25516
18-08-15,2315,25587
18-08-15,2315,26546
18-08-15,2315,26564
18-08-15,2315,27572
18-08-15,2315,28517
18-08-15,2315,28579
18-08-15,2315,29523
18-08-15,2315,29542
18-08-15,2315,29596
18-08-15,2315,30553
18-08-15,2315,30559
18-08-15,2316,508
18-08-15,2316,559
18-08-15,2316,10515
18-08-15,2316,16567
18-08-15,2316,16581
18-08-15,2316,23524
18-08-15,2316,26519
18-08-15,2316,26566
18-08-15,2316,28532
18-08-15,2316,29544
18-08-15,2316,30552
18-08-15,2317,1514
18-08-15,2317,13504
18-08-15,2317,13518
18-08-15,2317,16524
18-08-15,2317,16575
18-08-15,2317,23511
18-08-15,2317,23517
18-08-15,2317,23526
18-08-15,2317,24564
18-08-15,2317,24565
18-08-15,2317,25553
18-08-15,2317,26554
18-08-15,2317,27573
18-08-15,2317,28509
18-08-15,2317,29527
18-08-15,2317,29528
18-08-15,2317,29564
18-08-15,2317,30502
18-08-15,2317,30532
18-08-15,2318,634
18-08-15,2318,13602
18-08-15,2318,13659
18-08-15,2318,13692
18-08-15,2318,16144
18-08-15,2318,16627
18-08-15,2318,16638
18-08-15,2318,16672
18-08-15,2318,23617
18-08-15,2318,23620
18-08-15,2318,23654
18-08-15,2318,24648
18-08-15,2318,28651
18-08-15,2318,29619
18-08-15,2318,29620
18-08-15,2318,29621
18-08-15,2318,29624
18-08-15,2319,13619
18-08-15,2319,13656
18-08-15,2319,13674
18-08-15,2319,16139
18-08-15,2319,17604
18-08-15,2319,25606
18-08-15,2319,27620
18-08-15,2319,27649
18-08-15,2319,28658
18-08-15,2319,28696
18-08-15,2319,29612
18-08-15,2319,29625
18-08-15,2319,29644
18-08-15,2320,102
18-08-15,2320,142
18-08-15,2320,13687
18-08-15,2320,16114
18-08-15,2320,23116
18-08-15,2320,23123
18-08-15,2320,26124
18-08-15,2320,26138
