Billing Date,Route,Sold-to party
10-08-15,22311,13714
10-08-15,22311,23798
10-08-15,22311,23899
10-08-15,22311,27726
10-08-15,22311,28883
10-08-15,22311,29733
10-08-15,22311,29763
10-08-15,22311,29887
10-08-15,22311,29889
10-08-15,22311,31898
10-08-15,22311,32887
10-08-15,22311,34856
10-08-15,22311,34862
10-08-15,22311,34864
10-08-15,22311,34871
10-08-15,22311,34899
10-08-15,22312,12857
10-08-15,22312,12899
10-08-15,22312,13870
10-08-15,22312,13895
10-08-15,22312,17805
10-08-15,22312,23829
10-08-15,22312,24794
10-08-15,22312,24809
10-08-15,22312,27839
10-08-15,22312,28816
10-08-15,22312,28817
10-08-15,22312,30862
10-08-15,22312,32871
10-08-15,22312,34859
10-08-15,22312,34879
10-08-15,22312,34882
10-08-15,22312,35852
10-08-15,22313,12867
10-08-15,22313,12874
10-08-15,22313,13863
10-08-15,22313,23897
10-08-15,22313,24879
10-08-15,22313,24898
10-08-15,22313,25860
10-08-15,22313,27896
10-08-15,22313,28862
10-08-15,22313,30865
10-08-15,22313,32878
10-08-15,22313,34866
10-08-15,22313,34895
10-08-15,22314,16708
10-08-15,22314,23850
10-08-15,22314,25880
10-08-15,22314,25892
10-08-15,22314,25894
10-08-15,22314,26885
10-08-15,22314,27885
10-08-15,22314,29853
10-08-15,22314,29867
10-08-15,22314,29894
10-08-15,22314,30877
10-08-15,22314,30888
10-08-15,22314,31892
10-08-15,22314,32891
10-08-15,22314,33859
10-08-15,22314,33882
10-08-15,22314,33892
10-08-15,22314,34868
10-08-15,22314,34887
10-08-15,22315,349
10-08-15,22315,407
10-08-15,22315,416
10-08-15,22315,523
10-08-15,22315,16311
10-08-15,22315,28574
10-08-15,22315,29590
10-08-15,22315,30503
10-08-15,22316,23929
10-08-15,22316,26925
10-08-15,22316,26929
10-08-15,22316,26940
10-08-15,22316,26943
10-08-15,22316,26949
10-08-15,22316,27924
10-08-15,22316,27933
10-08-15,22316,27942
10-08-15,22316,27946
10-08-15,22316,27947
10-08-15,22316,27948
10-08-15,22317,1502
10-08-15,22317,1504
10-08-15,22317,16513
10-08-15,22317,16533
10-08-15,22317,16591
10-08-15,22317,23501
10-08-15,22317,23550
10-08-15,22317,23578
10-08-15,22317,23587
10-08-15,22317,24532
10-08-15,22317,24536
10-08-15,22317,24575
10-08-15,22317,27502
10-08-15,22317,28526
10-08-15,22317,28567
10-08-15,22317,28595
10-08-15,22317,29532
10-08-15,22317,29560
10-08-15,22317,30507
10-08-15,22318,13513
10-08-15,22318,13516
10-08-15,22318,13517
10-08-15,22318,16504
10-08-15,22318,16555
10-08-15,22318,23523
10-08-15,22318,23525
10-08-15,22318,23544
10-08-15,22318,24501
10-08-15,22318,24542
10-08-15,22318,24543
10-08-15,22318,26549
10-08-15,22318,26561
10-08-15,22318,26585
10-08-15,22318,26944
10-08-15,22318,27515
10-08-15,22318,27552
10-08-15,22318,28564
10-08-15,22318,29546
10-08-15,22318,29571
10-08-15,22319,602
10-08-15,22319,616
10-08-15,22319,663
10-08-15,22319,665
10-08-15,22319,1603
10-08-15,22319,16310
