Billing Date,Route,Sold-to party
16-08-15,22311,13714
16-08-15,22311,23798
16-08-15,22311,23899
16-08-15,22311,27726
16-08-15,22311,28883
16-08-15,22311,29733
16-08-15,22311,29763
16-08-15,22311,29887
16-08-15,22311,29889
16-08-15,22311,31898
16-08-15,22311,32887
16-08-15,22311,34856
16-08-15,22311,34862
16-08-15,22311,34864
16-08-15,22311,34871
16-08-15,22311,34899
16-08-15,22312,12857
16-08-15,22312,12899
16-08-15,22312,13870
16-08-15,22312,13895
16-08-15,22312,17805
16-08-15,22312,23829
16-08-15,22312,24794
16-08-15,22312,24809
16-08-15,22312,27839
16-08-15,22312,28816
16-08-15,22312,28817
16-08-15,22312,30862
16-08-15,22312,32871
16-08-15,22312,34859
16-08-15,22312,34879
16-08-15,22312,34882
16-08-15,22312,35852
16-08-15,22313,12867
16-08-15,22313,13863
16-08-15,22313,23897
16-08-15,22313,24879
16-08-15,22313,24898
16-08-15,22313,25860
16-08-15,22313,27896
16-08-15,22313,28862
16-08-15,22313,30865
16-08-15,22313,32878
16-08-15,22313,34866
16-08-15,22313,34895
16-08-15,22314,16708
16-08-15,22314,23850
16-08-15,22314,25880
16-08-15,22314,25892
16-08-15,22314,25894
16-08-15,22314,26885
16-08-15,22314,27885
16-08-15,22314,29853
16-08-15,22314,29867
16-08-15,22314,29894
16-08-15,22314,30877
16-08-15,22314,30888
16-08-15,22314,31892
16-08-15,22314,32891
16-08-15,22314,33859
16-08-15,22314,33882
16-08-15,22314,33892
16-08-15,22314,34868
16-08-15,22314,34887
16-08-15,22315,349
16-08-15,22315,406
16-08-15,22315,407
16-08-15,22315,416
16-08-15,22315,523
16-08-15,22315,16311
16-08-15,22315,28574
16-08-15,22315,29590
16-08-15,22315,30503
16-08-15,22316,23929
16-08-15,22316,26925
16-08-15,22316,26929
16-08-15,22316,26940
16-08-15,22316,26943
16-08-15,22316,26949
16-08-15,22316,27924
16-08-15,22316,27933
16-08-15,22316,27942
16-08-15,22316,27946
16-08-15,22316,27947
16-08-15,22316,27948
16-08-15,22317,1502
16-08-15,22317,1504
16-08-15,22317,16513
16-08-15,22317,16533
16-08-15,22317,16591
16-08-15,22317,23501
16-08-15,22317,23550
16-08-15,22317,23578
16-08-15,22317,23587
16-08-15,22317,24532
16-08-15,22317,24536
16-08-15,22317,24575
16-08-15,22317,27502
16-08-15,22317,28526
16-08-15,22317,28567
16-08-15,22317,28595
16-08-15,22317,29532
16-08-15,22317,29560
16-08-15,22317,30507
16-08-15,22318,13513
16-08-15,22318,13516
16-08-15,22318,13517
16-08-15,22318,16504
16-08-15,22318,16555
16-08-15,22318,23523
16-08-15,22318,23525
16-08-15,22318,23544
16-08-15,22318,24501
16-08-15,22318,24542
16-08-15,22318,24543
16-08-15,22318,26549
16-08-15,22318,26561
16-08-15,22318,26585
16-08-15,22318,26944
16-08-15,22318,27515
16-08-15,22318,27552
16-08-15,22318,28564
16-08-15,22318,29546
16-08-15,22318,29571
16-08-15,22319,602
16-08-15,22319,616
16-08-15,22319,663
16-08-15,22319,665
16-08-15,22319,1603
16-08-15,22319,10214
16-08-15,22319,16310
16-08-15,22319,16603
16-08-15,22319,23609
16-08-15,22319,23662
16-08-15,22319,23687
16-08-15,22319,24627
16-08-15,22319,28674
16-08-15,22320,632
16-08-15,22320,16101
16-08-15,22320,16127
16-08-15,22320,16129
16-08-15,22320,16141
16-08-15,22320,16151
16-08-15,22320,23080
16-08-15,22320,23085
16-08-15,22320,23109
16-08-15,22320,23125
16-08-15,22320,23134
16-08-15,22320,26116
16-08-15,22321,23505
16-08-15,22321,23506
16-08-15,22321,23509
16-08-15,22321,23512
16-08-15,22321,23563
16-08-15,22321,23588
16-08-15,22321,24534
16-08-15,22321,26501
16-08-15,22321,26589
16-08-15,22321,27554
