Billing Date,Route,Sold-to party
06-08-15,2311,13648
06-08-15,2311,16693
06-08-15,2311,16697
06-08-15,2311,24612
06-08-15,2311,25620
06-08-15,2311,26621
06-08-15,2311,27665
06-08-15,2311,27690
06-08-15,2311,28690
06-08-15,2311,29617
06-08-15,2311,29618
06-08-15,2311,30524
06-08-15,2312,1512
06-08-15,2312,23534
06-08-15,2312,23565
06-08-15,2312,24549
06-08-15,2312,26543
06-08-15,2312,26594
06-08-15,2312,27516
06-08-15,2312,28513
06-08-15,2312,28533
06-08-15,2312,29504
06-08-15,2312,30513
06-08-15,2312,30515
06-08-15,2312,30522
06-08-15,2312,30546
06-08-15,2312,30549
06-08-15,2313,8
06-08-15,2313,236
06-08-15,2313,17030
06-08-15,2313,23018
06-08-15,2313,23042
06-08-15,2313,24009
06-08-15,2313,26088
06-08-15,2313,27062
06-08-15,2313,27089
06-08-15,2313,27092
06-08-15,2313,28034
06-08-15,2314,23
06-08-15,2314,16079
06-08-15,2314,17020
06-08-15,2314,23027
06-08-15,2314,24038
06-08-15,2314,26012
06-08-15,2314,26087
06-08-15,2314,27005
06-08-15,2314,27057
06-08-15,2314,27093
06-08-15,2314,28029
06-08-15,2314,28030
06-08-15,2314,28033
06-08-15,2314,28042
06-08-15,2315,13503
06-08-15,2315,16592
06-08-15,2315,23519
06-08-15,2315,23539
06-08-15,2315,23572
06-08-15,2315,25516
06-08-15,2315,25587
06-08-15,2315,26546
06-08-15,2315,26564
06-08-15,2315,27572
06-08-15,2315,28517
06-08-15,2315,28579
06-08-15,2315,29523
06-08-15,2315,29542
06-08-15,2315,29596
06-08-15,2315,30553
06-08-15,2315,30559
06-08-15,2316,508
06-08-15,2316,559
06-08-15,2316,10515
06-08-15,2316,16567
06-08-15,2316,16581
06-08-15,2316,23524
06-08-15,2316,26519
06-08-15,2316,26566
06-08-15,2316,28532
06-08-15,2316,29544
06-08-15,2316,30552
06-08-15,2317,1514
06-08-15,2317,13504
06-08-15,2317,13518
06-08-15,2317,16524
06-08-15,2317,16575
06-08-15,2317,23511
06-08-15,2317,23517
06-08-15,2317,23526
06-08-15,2317,24564
06-08-15,2317,24565
06-08-15,2317,25553
06-08-15,2317,26554
06-08-15,2317,27573
06-08-15,2317,28509
06-08-15,2317,29527
06-08-15,2317,29528
06-08-15,2317,29564
06-08-15,2317,30502
06-08-15,2317,30532
06-08-15,2318,634
06-08-15,2318,13602
06-08-15,2318,13659
06-08-15,2318,13692
06-08-15,2318,16144
06-08-15,2318,16627
06-08-15,2318,16638
06-08-15,2318,16672
06-08-15,2318,23617
06-08-15,2318,23620
06-08-15,2318,23654
06-08-15,2318,24648
06-08-15,2318,28651
06-08-15,2318,29619
06-08-15,2318,29620
06-08-15,2318,29621
06-08-15,2318,29624
06-08-15,2319,13619
06-08-15,2319,13656
06-08-15,2319,13674
06-08-15,2319,16139
06-08-15,2319,17604
06-08-15,2319,25606
06-08-15,2319,27620
06-08-15,2319,28658
06-08-15,2319,28696
06-08-15,2319,29612
06-08-15,2319,29625
06-08-15,2319,29644
06-08-15,2320,102
06-08-15,2320,142
06-08-15,2320,13687
06-08-15,2320,16114
06-08-15,2320,23116
06-08-15,2320,23123
06-08-15,2320,26124
06-08-15,2320,26138
06-08-15,2320,26141
06-08-15,2320,26144
06-08-15,2320,27634
06-08-15,2320,27648
06-08-15,2321,315
06-08-15,2321,10618
06-08-15,2321,17603
06-08-15,2321,17608
06-08-15,2321,24603
06-08-15,2321,26316
06-08-15,2321,28601
06-08-15,2321,28644
06-08-15,2321,28647
06-08-15,2322,16092
06-08-15,2322,16098
06-08-15,2322,17015
06-08-15,2322,17036
06-08-15,2322,23031
06-08-15,2322,23081
06-08-15,2322,26039
06-08-15,2322,26061
06-08-15,2322,27011
06-08-15,2322,27012
06-08-15,2322,27015
06-08-15,2323,13046
06-08-15,2323,13075
06-08-15,2323,16003
06-08-15,2323,16007
06-08-15,2323,16036
06-08-15,2323,17013
06-08-15,2323,17039
06-08-15,2323,17041
