trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
16-08-15,MANOJ KUMAR,29003,DL1LV9450,01:05:18,19:00:00
16-08-15,Jai Maa Enterprises,28003,DL1M7218,05:07:37,19:00:00
16-08-15,Jai Maa Enterprises,28014,DL1M7288,05:11:18,19:00:00
16-08-15,Vansh Enterprises,28005,DL1GC2651,05:18:09,19:00:00
16-08-15,Vansh Enterprises,28008,DL1M4074,05:23:26,19:00:00
16-08-15,Jai Maa Enterprises,29015,DL1M5199,05:28:18,19:00:00
16-08-15,Jai Maa Enterprises,29013,DL1M5211,05:31:53,19:00:00
16-08-15,Vansh Enterprises,28002,DL1GC2650,05:40:54,19:00:00
16-08-15,Vansh Enterprises,28007,DL1GC0179,05:47:42,19:00:00
16-08-15,Durga Tpt Co,28017,DL1M6948,05:53:25,19:00:00
16-08-15,Vinayak Tanker Service,28015,DL1GB8451,05:59:40,19:00:00
16-08-15,Jai Maa Enterprises,29012,DL1M5174,06:04:54,19:00:00
16-08-15,Vansh Enterprises,28004,DL1M4395,06:10:37,19:00:00
16-08-15,Jai Maa Enterprises,28019,DL1M7509,06:15:47,19:00:00
16-08-15,Jai Maa Enterprises,29011,DL1M5185,06:20:19,19:00:00
16-08-15,Vansh Enterprises,28001,DL1GC2696,06:26:31,19:00:00
16-08-15,Durga Tpt Co,28010,DL1M4303,06:32:55,19:00:00
16-08-15,Jai Maa Enterprises,29014,DL1M5184,06:37:25,19:00:00
16-08-15,SANJAY SHARMA,22347,DL1LM4484,06:40:46,19:00:00
16-08-15,Maheshwari Tpt Service,22417,DL1LS6035,06:42:20,19:00:00
16-08-15,Durga Tpt Co,28009,DL1M6300,06:43:15,19:00:00
16-08-15,SATLUJ GOODS CARRIERS,22330,DL1LP8218,06:43:37,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22326,DL1M5153,06:45:12,19:00:00
16-08-15,Maheshwari Tpt Service,22426,DL1LG4948,06:46:35,19:00:00
16-08-15,Maheshwari Tpt Service,22401,DL1LS5915,06:47:55,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22324,DL1M5164,06:49:04,19:00:00
16-08-15,Vansh Enterprises,28006,DL1GC2637,06:49:18,19:00:00
16-08-15,NEO HOSPITALITIES,22313,DL1LK9908,06:50:38,19:00:00
16-08-15,Maheshwari Tpt Service,22405,DL1LG5980,06:51:39,19:00:00
16-08-15,Maheshwari Tpt Service,22419,DL1LG4886,06:52:55,19:00:00
16-08-15,SATLUJ GOODS CARRIERS,22311,DL1LP9466,06:54:02,19:00:00
16-08-15,Maheshwari Tpt Service,22413,DL1LK0164,06:55:25,19:00:00
16-08-15,Jai Maa Enterprises,28018,DL1GC1904,06:56:59,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22421,DL1LK0303,06:57:24,19:00:00
16-08-15,NEO HOSPITALITIES,22312,DL1LM0334,06:58:53,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22321,DL1M5207,07:00:07,19:00:00
16-08-15,AASTHA LOGISTICS PVT. LTD.,22505,DL1M5379,07:00:57,19:00:00
16-08-15,Jai Maa Enterprises,28013,DL1M7290,07:01:44,19:00:00
16-08-15,Maheshwari Tpt Service,22410,DL1LG5924,07:02:36,19:00:00
16-08-15,AASTHA LOGISTICS PVT. LTD.,22503,DL1M5394,07:04:12,19:00:00
16-08-15,Maheshwari Tpt Service,22424,DL1LK0165,07:06:33,19:00:00
16-08-15,Durga Tpt Co,28016,DL1M6971,07:06:46,19:00:00
16-08-15,KALKA TRANSPORT SERVICE,22506,DL1M6365,07:07:20,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22323,DL1M5457,07:07:56,19:00:00
16-08-15,Pooja Tpt Service,22327,DL1LP1178,07:09:13,19:00:00
16-08-15,JEET TRANSPORT COMPANY,22319,DL1LP8571,07:10:32,19:00:00
16-08-15,Durga Tpt Co,22508,DL1M4302,07:11:06,19:00:00
16-08-15,NEO HOSPITALITIES,22416,DL1LS7038,07:11:40,19:00:00
16-08-15,Durga Tpt Co,28012,DL1M6328,07:12:04,19:00:00
16-08-15,AASTHA LOGISTICS PVT. LTD.,22504,DL1M5395,07:15:23,19:00:00
16-08-15,Vinayak Tanker Service,28011,DL1M6348,07:17:08,19:00:00
16-08-15,SANJAY SHARMA,22428,DL1LP4464,07:17:49,19:00:00
16-08-15,AASTHA LOGISTICS PVT. LTD.,22502,DL1M5358,07:18:52,19:00:00
