Billing Date,Route,Sold-to party
07-08-15,22311,13714
07-08-15,22311,23798
07-08-15,22311,23899
07-08-15,22311,27726
07-08-15,22311,28883
07-08-15,22311,29733
07-08-15,22311,29763
07-08-15,22311,29887
07-08-15,22311,29889
07-08-15,22311,31898
07-08-15,22311,32887
07-08-15,22311,34856
07-08-15,22311,34862
07-08-15,22311,34864
07-08-15,22311,34871
07-08-15,22311,34899
07-08-15,22312,12857
07-08-15,22312,12899
07-08-15,22312,13870
07-08-15,22312,13895
07-08-15,22312,17805
07-08-15,22312,23829
07-08-15,22312,24794
07-08-15,22312,24809
07-08-15,22312,27839
07-08-15,22312,28816
07-08-15,22312,28817
07-08-15,22312,30862
07-08-15,22312,32871
07-08-15,22312,34859
07-08-15,22312,34879
07-08-15,22312,35852
07-08-15,22313,12867
07-08-15,22313,13863
07-08-15,22313,23897
07-08-15,22313,24879
07-08-15,22313,24898
07-08-15,22313,25860
07-08-15,22313,27896
07-08-15,22313,28862
07-08-15,22313,30865
07-08-15,22313,32878
07-08-15,22313,34866
07-08-15,22313,34895
07-08-15,22314,16708
07-08-15,22314,23850
07-08-15,22314,25880
07-08-15,22314,25892
07-08-15,22314,25894
07-08-15,22314,26885
07-08-15,22314,29853
07-08-15,22314,29867
07-08-15,22314,30877
07-08-15,22314,30888
07-08-15,22314,31892
07-08-15,22314,32891
07-08-15,22314,33859
07-08-15,22314,33882
07-08-15,22314,33892
07-08-15,22314,34868
07-08-15,22314,34887
07-08-15,22315,349
07-08-15,22315,407
07-08-15,22315,416
07-08-15,22315,523
07-08-15,22315,16311
07-08-15,22315,28574
07-08-15,22315,29590
07-08-15,22315,30503
07-08-15,22316,23929
07-08-15,22316,26925
07-08-15,22316,26929
07-08-15,22316,26940
07-08-15,22316,26943
07-08-15,22316,26949
07-08-15,22316,27924
07-08-15,22316,27933
07-08-15,22316,27942
07-08-15,22316,27946
07-08-15,22316,27947
07-08-15,22316,27948
07-08-15,22317,1502
07-08-15,22317,1504
07-08-15,22317,16513
07-08-15,22317,16533
07-08-15,22317,16591
07-08-15,22317,23501
07-08-15,22317,23550
07-08-15,22317,23578
07-08-15,22317,23587
07-08-15,22317,24532
07-08-15,22317,24536
07-08-15,22317,24575
07-08-15,22317,27502
07-08-15,22317,28526
07-08-15,22317,28567
07-08-15,22317,28595
07-08-15,22317,29532
07-08-15,22317,29560
07-08-15,22317,30507
07-08-15,22318,13513
07-08-15,22318,13516
07-08-15,22318,13517
07-08-15,22318,16504
07-08-15,22318,16555
07-08-15,22318,23523
07-08-15,22318,23525
07-08-15,22318,23544
07-08-15,22318,24501
07-08-15,22318,24542
07-08-15,22318,24543
07-08-15,22318,26549
07-08-15,22318,26561
07-08-15,22318,26585
07-08-15,22318,26944
07-08-15,22318,27515
07-08-15,22318,27552
07-08-15,22318,28564
07-08-15,22318,29546
07-08-15,22318,29571
07-08-15,22319,602
07-08-15,22319,616
07-08-15,22319,663
07-08-15,22319,665
07-08-15,22319,1603
07-08-15,22319,10214
07-08-15,22319,16310
07-08-15,22319,16603
07-08-15,22319,23609
07-08-15,22319,23662
07-08-15,22319,23687
07-08-15,22319,24627
07-08-15,22319,28674
07-08-15,22320,632
07-08-15,22320,16101
07-08-15,22320,16127
07-08-15,22320,16129
07-08-15,22320,16141
07-08-15,22320,23080
07-08-15,22320,23085
07-08-15,22320,23109
07-08-15,22320,23125
07-08-15,22320,23134
07-08-15,22320,26116
07-08-15,22321,23505
07-08-15,22321,23506
07-08-15,22321,23509
07-08-15,22321,23512
07-08-15,22321,23563
07-08-15,22321,23588
07-08-15,22321,24534
07-08-15,22321,26501
07-08-15,22321,26589
07-08-15,22321,27554
07-08-15,22321,27571
07-08-15,22321,27582
07-08-15,22321,28504
07-08-15,22321,28573
07-08-15,22321,29501
07-08-15,22321,29536
07-08-15,22321,29579
07-08-15,22321,30539
07-08-15,22322,1505
07-08-15,22322,10524
07-08-15,22322,16548
07-08-15,22322,16599
07-08-15,22322,23541
07-08-15,22322,24527
07-08-15,22322,25574
07-08-15,22322,27579
07-08-15,22322,28518
07-08-15,22322,28562
07-08-15,22322,28589
07-08-15,22322,29557
07-08-15,22322,30509
07-08-15,22323,16809
07-08-15,22323,16821
07-08-15,22323,19801
07-08-15,22323,24803
07-08-15,22323,24816
07-08-15,22323,26826
07-08-15,22323,26838
07-08-15,22323,26847
07-08-15,22323,26849
07-08-15,22323,26850
07-08-15,22323,26863
07-08-15,22323,27820
07-08-15,22324,16564
07-08-15,22324,16578
07-08-15,22324,17507
07-08-15,22324,17510
07-08-15,22324,23557
07-08-15,22324,23577
07-08-15,22324,24520
07-08-15,22324,25577
07-08-15,22324,25578
07-08-15,22324,26516
07-08-15,22324,28540
07-08-15,22324,28576
07-08-15,22324,28588
07-08-15,22324,29516
07-08-15,22324,29558
