Billing Date,Route,Sold-to party
06-08-15,22311,13714
06-08-15,22311,23798
06-08-15,22311,23899
06-08-15,22311,27726
06-08-15,22311,28883
06-08-15,22311,29733
06-08-15,22311,29763
06-08-15,22311,29887
06-08-15,22311,29889
06-08-15,22311,31898
06-08-15,22311,32887
06-08-15,22311,34856
06-08-15,22311,34862
06-08-15,22311,34864
06-08-15,22311,34871
06-08-15,22311,34899
06-08-15,22312,12857
06-08-15,22312,12899
06-08-15,22312,13870
06-08-15,22312,13895
06-08-15,22312,17805
06-08-15,22312,23829
06-08-15,22312,24794
06-08-15,22312,24809
06-08-15,22312,27839
06-08-15,22312,28816
06-08-15,22312,28817
06-08-15,22312,30862
06-08-15,22312,32871
06-08-15,22312,34859
06-08-15,22312,34879
06-08-15,22312,35852
06-08-15,22313,12867
06-08-15,22313,13863
06-08-15,22313,23897
06-08-15,22313,24879
06-08-15,22313,24898
06-08-15,22313,25860
06-08-15,22313,27896
06-08-15,22313,28862
06-08-15,22313,30865
06-08-15,22313,32878
06-08-15,22313,34866
06-08-15,22313,34895
06-08-15,22314,16708
06-08-15,22314,23850
06-08-15,22314,25880
06-08-15,22314,25892
06-08-15,22314,25894
06-08-15,22314,26885
06-08-15,22314,29853
06-08-15,22314,29867
06-08-15,22314,30877
06-08-15,22314,30888
06-08-15,22314,31892
06-08-15,22314,32891
06-08-15,22314,33859
06-08-15,22314,33882
06-08-15,22314,33892
06-08-15,22314,34868
06-08-15,22314,34887
06-08-15,22315,349
06-08-15,22315,407
06-08-15,22315,416
06-08-15,22315,523
06-08-15,22315,16311
06-08-15,22315,28574
06-08-15,22315,29590
06-08-15,22315,30503
06-08-15,22316,23929
06-08-15,22316,26925
06-08-15,22316,26929
06-08-15,22316,26940
06-08-15,22316,26943
06-08-15,22316,26949
06-08-15,22316,27924
06-08-15,22316,27933
06-08-15,22316,27942
06-08-15,22316,27946
06-08-15,22316,27947
06-08-15,22316,27948
06-08-15,22317,1502
06-08-15,22317,1504
06-08-15,22317,16513
06-08-15,22317,16533
06-08-15,22317,16591
06-08-15,22317,23501
06-08-15,22317,23550
06-08-15,22317,23578
06-08-15,22317,23587
06-08-15,22317,24532
06-08-15,22317,24536
06-08-15,22317,24575
06-08-15,22317,27502
06-08-15,22317,28526
06-08-15,22317,28567
06-08-15,22317,28595
06-08-15,22317,29532
06-08-15,22317,29560
06-08-15,22317,30507
06-08-15,22318,13513
06-08-15,22318,13516
06-08-15,22318,13517
06-08-15,22318,16504
06-08-15,22318,16555
06-08-15,22318,23523
06-08-15,22318,23525
06-08-15,22318,23544
06-08-15,22318,24501
06-08-15,22318,24542
06-08-15,22318,24543
06-08-15,22318,26549
06-08-15,22318,26561
06-08-15,22318,26585
06-08-15,22318,26944
06-08-15,22318,27515
06-08-15,22318,27552
06-08-15,22318,28564
06-08-15,22318,29546
06-08-15,22318,29571
06-08-15,22319,602
06-08-15,22319,616
06-08-15,22319,663
06-08-15,22319,665
