Billing Date,Route,Sold-to party
05-08-15,2311,13648
05-08-15,2311,16693
05-08-15,2311,16697
05-08-15,2311,24612
05-08-15,2311,25620
05-08-15,2311,26621
05-08-15,2311,27690
05-08-15,2311,28690
05-08-15,2311,29617
05-08-15,2311,29618
05-08-15,2311,30524
05-08-15,2311,30526
05-08-15,2312,1512
05-08-15,2312,23534
05-08-15,2312,23565
05-08-15,2312,24549
05-08-15,2312,26543
05-08-15,2312,26594
05-08-15,2312,27516
05-08-15,2312,28513
05-08-15,2312,28533
05-08-15,2312,29504
05-08-15,2312,30513
05-08-15,2312,30515
05-08-15,2312,30522
05-08-15,2312,30546
05-08-15,2312,30549
05-08-15,2313,8
05-08-15,2313,236
05-08-15,2313,13067
05-08-15,2313,17030
05-08-15,2313,23018
05-08-15,2313,23042
05-08-15,2313,24009
05-08-15,2313,26088
05-08-15,2313,27062
05-08-15,2313,27089
05-08-15,2313,27092
05-08-15,2313,28034
05-08-15,2314,23
05-08-15,2314,16079
05-08-15,2314,17020
05-08-15,2314,23027
05-08-15,2314,24038
05-08-15,2314,26012
05-08-15,2314,26087
05-08-15,2314,27005
05-08-15,2314,27057
05-08-15,2314,27093
05-08-15,2314,28029
05-08-15,2314,28030
05-08-15,2314,28033
05-08-15,2314,28042
05-08-15,2315,13503
05-08-15,2315,16592
05-08-15,2315,23519
05-08-15,2315,23539
05-08-15,2315,23572
05-08-15,2315,25516
05-08-15,2315,25587
05-08-15,2315,26546
05-08-15,2315,26564
05-08-15,2315,27572
05-08-15,2315,28517
05-08-15,2315,28579
05-08-15,2315,29523
05-08-15,2315,29542
05-08-15,2315,29596
05-08-15,2315,30553
05-08-15,2315,30559
05-08-15,2316,508
05-08-15,2316,559
05-08-15,2316,10515
05-08-15,2316,16567
05-08-15,2316,16581
05-08-15,2316,23524
05-08-15,2316,26519
05-08-15,2316,26566
05-08-15,2316,28532
05-08-15,2316,29544
05-08-15,2316,30552
05-08-15,2317,1514
05-08-15,2317,13504
05-08-15,2317,13518
05-08-15,2317,16524
05-08-15,2317,16575
05-08-15,2317,23511
05-08-15,2317,23517
05-08-15,2317,23526
05-08-15,2317,24564
05-08-15,2317,24565
05-08-15,2317,25553
05-08-15,2317,26554
05-08-15,2317,27573
05-08-15,2317,28509
05-08-15,2317,29527
05-08-15,2317,29528
05-08-15,2317,29564
05-08-15,2317,29592
05-08-15,2317,30502
05-08-15,2317,30532
05-08-15,2318,634
05-08-15,2318,13602
05-08-15,2318,13659
05-08-15,2318,13692
05-08-15,2318,16144
05-08-15,2318,16627
