trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
13-08-15,Pooja Tpt Service,2311,DL1LP1178,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2312,DL1M5457,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2313,DL1LM1328,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2314,DL1LM0334,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2315,DL1M5163,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2316,DL1M5164,18:25:10,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2317,DL1M5207,18:26:21,07:00:00
13-08-15,JEET TRANSPORT COMPANY,2318,DL1LR2017,18:26:21,07:00:00
13-08-15,SATLUJ GOODS CARRIERS,2319,DL1LP8036,18:26:21,07:00:00
13-08-15,JEET TRANSPORT COMPANY,2320,DL1LP8571,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2321,DL1M5480,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2322,DL1M5279,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2323,DL1LK9909,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2324,DL1M5177,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2325,DL1M5169,18:26:21,07:00:00
13-08-15,JEET TRANSPORT COMPANY,2326,DL1LP6217,18:26:21,07:00:00
13-08-15,SATLUJ GOODS CARRIERS,2327,DL1LP8647,18:26:21,07:00:00
13-08-15,SATLUJ GOODS CARRIERS,2328,DL1LP8041,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2329,DL1M5153,18:26:21,07:00:00
13-08-15,SATLUJ GOODS CARRIERS,2330,DL1LP9466,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2421,DL1LK9908,18:26:21,07:00:00
13-08-15,Pooja Tpt Service,2408,DL1LP1811,18:26:21,07:00:00
13-08-15,SANJAY SHARMA,2349,DL1LM4016,18:26:21,07:00:00
13-08-15,Pooja Tpt Service,2401,DL1LG6605,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2402,DL1LG4886,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2403,DL1LK0165,18:26:21,07:00:00
13-08-15,Pooja Tpt Service,2404,DL1LG6604,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2405,DL1M4351,18:26:21,07:00:00
13-08-15,SANJAY SHARMA,2406,DL1LP4464,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2407,DL1LK0262,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2409,DL1LG4948,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2410,DL1LG4950,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2411,DL1LK2805,18:20:45,07:00:00
13-08-15,SANJAY SHARMA,2412,DL1LP5913,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2413,DL1LS7035,18:26:21,07:00:00
13-08-15,Pooja Tpt Service,2414,DL1LG7048,18:26:21,07:00:00
13-08-15,Pooja Tpt Service,2415,DL1LG7046,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2416,DL1LG6667,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2417,DL1LK0164,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2418,DL1LG4590,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2419,DL1LG6692,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2420,DL1LS6035,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2422,DL1M4466,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2423,DL1LS5915,18:26:21,07:00:00
13-08-15,SANJAY SHARMA,2424,DL1LP5914,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2425,DL1LG6691,18:26:21,07:00:00
