26.495143028900095,80.2805317011749,2014-02-14 17:59:50
26.495026417353774,80.28092657215184,2014-02-14 17:59:55
26.494909272481365,80.28133985861481,2014-02-14 18:00:00
26.494819971200858,80.28156184215278,2014-02-14 18:00:05
26.49457959298075,80.28150774183237,2014-02-14 18:00:10
26.494246629107867,80.28134598627844,2014-02-14 18:00:15
26.49390587262166,80.28120259841596,2014-02-14 18:00:20
26.49356481580726,80.28105935291816,2014-02-14 18:00:25
26.49329990907891,80.28096048314801,2014-02-14 18:00:30
26.49316440665587,80.28092462232999,2014-02-14 18:00:35
26.49292341362814,80.28084818067347,2014-02-14 18:00:40
26.49278352436066,80.2808414194594,2014-02-14 18:00:45
26.492660050597244,80.28110769825963,2014-02-14 18:00:50
26.492524062216084,80.28148055169174,2014-02-14 18:00:55
26.49241820470023,80.28183548849977,2014-02-14 18:01:00
26.492320055471062,80.28220732601726,2014-02-14 18:01:05
26.492222391096195,80.28254026599504,2014-02-14 18:01:10
26.49213293795888,80.28290098965866,2014-02-14 18:01:15
26.49203363605788,80.28329670066006,2014-02-14 18:01:20
26.491919297324245,80.28369283062075,2014-02-14 18:01:25
26.491800794293567,80.28409947331052,2014-02-14 18:01:30
26.491668684386735,80.28453665880971,2014-02-14 18:01:35
26.491533313736436,80.28490897802249,2014-02-14 18:01:40
26.491427451526413,80.28519576913042,2014-02-14 18:01:45
26.491323166001177,80.28542834090312,2014-02-14 18:01:50
26.49123984556784,80.28560481815315,2014-02-14 18:01:55
26.49117322261631,80.28572287957232,2014-02-14 18:02:00
26.491101450247104,80.28583854977767,2014-02-14 18:02:05
26.490997198382555,80.28604006728654,2014-02-14 18:02:10
26.490804081307363,80.28638785490682,2014-02-14 18:02:15
26.49055640181322,80.28676597443618,2014-02-14 18:02:20
26.490284702449117,80.28714760177368,2014-02-14 18:02:25
26.489976987132607,80.28765054061788,2014-02-14 18:02:30
26.48964845144989,80.28816709023023,2014-02-14 18:02:35
26.48932178953255,80.2886882595706,2014-02-14 18:02:40
26.48899320037103,80.28921142708498,2014-02-14 18:02:45
26.48870389295107,80.28967529205477,2014-02-14 18:02:50
26.48848302368879,80.29001712471985,2014-02-14 18:02:55
26.488257495549785,80.29038708403901,2014-02-14 18:03:00
26.488034558080177,80.29075225422899,2014-02-14 18:03:05
26.487880717851255,80.29101019036364,2014-02-14 18:03:10
26.487818649968666,80.29114638533251,2014-02-14 18:03:15
26.487737142088484,80.29127348283616,2014-02-14 18:03:20
26.4876844223821,80.29138073395669,2014-02-14 18:03:25
26.48758888691393,80.29148808362547,2014-02-14 18:03:30
26.487424637263977,80.29146593214693,2014-02-14 18:03:40
