what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435571934162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1435571947689
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1435571964825
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1435571966485
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435571970687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435571971960
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1435571975750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435571983682
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1435571985766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435571991782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435571993010
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1435571999557
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1435572000544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572005019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572036466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572036489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572036489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572037407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572102334
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435572106093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1435572123071
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435572131461
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1435572138434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1435572153125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1435572155132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1435572159089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1435572160960
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435572164966
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1435572175168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572177861
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572179535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572194577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572209370
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572209385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572209385
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1435572210085
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1435572213255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572219124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572229348
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572229375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1435572229375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572231135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572334051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572334760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435572390551
