what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699126360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699128815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699131659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699131674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699135242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1424699174506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699231291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699489725
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1424699499893
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424699507422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699513447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699513469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699516233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1424699543083
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1424699545990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699548162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699549088
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424699556852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699560571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699560597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699571462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699576059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699576077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699585991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699588441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1424699588464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699590942
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1424699605877
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1424699607084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699609296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699610295
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1424699616917
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1424699617941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699619330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699626697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1424699626719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1424699626719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699627620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424699685968
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424699686712
