what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1439383019951
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1439383020009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383020319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383024691
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1439383046931
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1439383048301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383073116
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1439383073140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383082351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383090832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383092110
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1439383132860
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383135083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383146251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1439383146262
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1439383146262
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1439383147341
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1439383158966
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1439383171922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383174463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383176279
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1439383183386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383208098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1439383213731
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1439383219267
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1439563306395
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1439563306396
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1439563306397
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1439563306398
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1439563306399
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1439563306400
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1439563306401
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1439563306401
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1439563306402
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1439563306403
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1439563306404
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1439563306404
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1439563306405
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1439563306406
