what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424928822083
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1424928827737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1424928830199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424928832322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424928871959
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1424928876485
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424928877308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929031020
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1424929052351
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424929054579
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1424929065948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1424929072980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929073778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929143317
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929144890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929174717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929184446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929193376
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1424929193385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929194172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929317039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929323518
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929326290
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1424929327425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929331818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929345894
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1424929346790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424929349787
