what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422884523035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1422884529500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1422884530887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1422884555050
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1422884557996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884566393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884568512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884573407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884579779
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1422884579798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1422884579798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884581664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884834624
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1422884837597
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1422884837644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422884867305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422885996483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422885997868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886001666
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1422886001884
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1422886002129
